"FID","ano","geoparent","granularity","geocode","isla","gcomarca","comarca","municipio","poblacion","poblacion_edad_media","poblacion_edad_media_d","poblacion_hombres","poblacion_mujeres","poblacion_indice_feminidad","poblacion_nacional","poblacion_extranjera","poblacion_extranjera_pc","poblacion_00a14","poblacion_15a64","poblacion_65mas","poblacion_65a74","poblacion_75a84","poblacion_85mas","poblacion_00a14_pc","poblacion_15a64_pc","poblacion_65mas_pc","poblacion_indice_dependencia","poblacion_indice_dependencia_may","poblacion_indice_dependencia_men","poblacion_indice_vejez","poblacion_indice_juventud","poblacion_indice_sobreenvejecimi","poblacion_indice_ancianidad","superficie","poblacion_ds","poblacion_extranjera_ds","poblacion_00a02","poblacion_03a05","poblacion_06a11","poblacion_12a15","poblacion_16a17","poblacion_00a17","poblacion_nacida_canarias","poblacion_nacida_es_xcanarias","poblacion_nacida_extranjero","poblacion_nacida_canarias_pc","poblacion_nacida_es_xcanarias_pc","poblacion_nacida_extranjero_pc","geom"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a0e","2022","35015","GRID_250","250mN094225E191800","ES704","ES704A0","ES704A03","35015","213","42.0305","42.012","110","103","93.6364","109","104","48.8263","20","167","26","","","","9.3897","78.4038","12.2066","27.5449","15.5689","11.976","130","76.9231","","","6.25","3408","1664","","","","","","","57","26","130","26.7606","12.2066","61.0329","MULTIPOLYGON (((28.047013742286794 -14.341005991740543, 28.049198928527414 -14.341626121085142, 28.04990057383544 -14.339200148687343, 28.0477153673985 -14.33858006971668, 28.047013742286794 -14.341005991740543)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a0f","2022","35015","GRID_250","250mN094225E191825","ES704","ES704A0","ES704A03","35015","14","60.4286","60.4883","10","4","40","11","3","21.4286","0","8","6","","","","0","57.1429","42.8571","75","75","0","","0","","","6.25","224","48","","","","","","","3","4","7","21.4286","28.5714","50","MULTIPOLYGON (((28.0477153673985 -14.33858006971668, 28.04990057383544 -14.339200148687343, 28.050602150841595 -14.33677414638398, 28.048416924209796 -14.336154117791116, 28.0477153673985 -14.33858006971668)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a10","2022","35015","GRID_250","250mN094225E191850","ES704","ES704A0","ES704A03","35015","602","40.5","40.5053","312","290","92.9487","364","238","39.5349","71","480","51","","","","11.794","79.7342","8.4718","25.4167","10.625","14.7917","71.831","139.2157","","","6.25","9632","3808","","","","","","","168","149","285","27.907","24.7508","47.3422","MULTIPOLYGON (((28.048416924209796 -14.336154117791116, 28.050602150841595 -14.33677414638398, 28.0513036595446 -14.33434811417657, 28.04911841271941 -14.333728135965359, 28.048416924209796 -14.336154117791116)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a15","2022","35015","GRID_250","250mN094225E191875","ES704","ES704A0","ES704A03","35015","145","43.8724","43.8634","76","69","90.7895","68","77","53.1034","11","107","27","","","","7.5862","73.7931","18.6207","35.514","25.2336","10.2804","245.4545","40.7407","","","6.25","2320","1232","","","","","","","35","23","87","24.1379","15.8621","60","MULTIPOLYGON (((28.04911841271941 -14.333728135965359, 28.0513036595446 -14.33434811417657, 28.052005099943198 -14.331922052066641, 28.04981983292604 -14.331302124240937, 28.04911841271941 -14.333728135965359)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a16","2022","35015","GRID_250","250mN094225E191900","ES704","ES704A0","ES704A03","35015","23","46.413","46.4597","14","9","64.2857","16","7","30.4348","","19","","","","","","82.6087","","","","","","","","","6.25","368","112","","","","","","","8","5","10","34.7826","21.7391","43.4783","MULTIPOLYGON (((28.04981983292604 -14.331302124240937, 28.052005099943198 -14.331922052066641, 28.052706472036096 -14.32949596005568, 28.050521184828426 -14.32887608261936, 28.04981983292604 -14.331302124240937)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a17","2022","35015","GRID_250","250mN094225E191925","ES704","ES704A0","ES704A03","35015","56","45.7321","45.7985","28","28","100","39","17","30.3571","6","42","8","","","","10.7143","75","14.2857","33.3333","19.0476","14.2857","133.3333","75","","","6.25","896","272","","","","","","","15","22","19","26.7857","39.2857","33.9286","MULTIPOLYGON (((28.050521184828426 -14.32887608261936, 28.052706472036096 -14.32949596005568, 28.053407775822034 -14.327069838145231, 28.051222468425312 -14.326450011102144, 28.050521184828426 -14.32887608261936)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a1b","2022","35015","GRID_250","250mN094225E191950","ES704","ES704A0","ES704A03","35015","15","33.7","33.6803","8","7","87.5","9","6","40","0","15","0","","","","0","100","0","0","0","0","","","","","6.25","240","96","","","","","","","","","7","","","46.6667","MULTIPOLYGON (((28.051222468425312 -14.326450011102144, 28.053407775822034 -14.327069838145231, 28.054109011299715 -14.324643686336815, 28.051923683715394 -14.324023909690819, 28.051222468425312 -14.326450011102144)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a1c","2022","35015","GRID_250","250mN094250E191750","ES704","ES704A0","ES704A03","35015","126","38.9841","38.9743","61","65","106.5574","92","34","26.9841","27","91","8","","","","21.4286","72.2222","6.3492","38.4615","8.7912","29.6703","29.6296","337.5","","","6.24","2019.2308","544.8718","","","","","","","31","39","56","24.6032","30.9524","44.4444","MULTIPOLYGON (((28.047907661016787 -14.346509833105255, 28.049980560800456 -14.347098256581722, 28.050682362909217 -14.34467229363007, 28.048497214918804 -14.344052063575853, 28.047839027522237 -14.34632728436266, 28.047907661016787 -14.346509833105255)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a1d","2022","35015","GRID_250","250mN095125E193925","ES704","ES704A0","ES704A03","35015","22","41.4545","41.4603","10","12","120","12","10","45.4545","","17","","","","","","77.2727","","","","","","","","","6.25","352","160","","","","","","","7","4","11","31.8182","18.1818","50","MULTIPOLYGON (((28.185124952948115 -14.156897601975228, 28.187311205900322 -14.15751524044687, 28.188007764699382 -14.155084904020912, 28.18582149161596 -14.154467316372788, 28.185124952948115 -14.156897601975228)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a1e","2022","35015","GRID_250","250mN094250E191775","ES704","ES704A0","ES704A03","35015","64","47.2031","47.1789","29","35","120.6897","19","45","70.3125","7","42","15","","","","10.9375","65.625","23.4375","52.381","35.7143","16.6667","214.2857","46.6667","","","6.25","1024","720","","","","","","","5","13","46","7.8125","20.3125","71.875","MULTIPOLYGON (((28.048497214918804 -14.344052063575853, 28.050682362909217 -14.34467229363007, 28.051384096717225 -14.342246300765943, 28.049198928527414 -14.341626121085142, 28.048497214918804 -14.344052063575853)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a21","2022","35015","GRID_250","250mN094250E191825","ES704","ES704A0","ES704A03","35015","37","35.6622","35.6138","14","23","164.2857","27","10","27.027","","26","","","","","","70.2703","","","","","","","","","6.25","592","160","","","","","","","17","5","15","45.9459","13.5135","40.5405","MULTIPOLYGON (((28.04990057383544 -14.339200148687343, 28.05208576222319 -14.339820277990869, 28.05278735942582 -14.337394225306374, 28.050602150841595 -14.33677414638398, 28.04990057383544 -14.339200148687343)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a22","2022","35015","GRID_250","250mN094250E191850","ES704","ES704A0","ES704A03","35015","13","40.0385","40.0147","7","6","85.7143","","","","","11","","","","","","84.6154","","","","","","","","","6.25","208","","","","","","","","10","0","3","76.9231","0","23.0769","MULTIPOLYGON (((28.050602150841595 -14.33677414638398, 28.05278735942582 -14.337394225306374, 28.05348888832387 -14.334968142713965, 28.0513036595446 -14.33434811417657, 28.050602150841595 -14.33677414638398)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a23","2022","35015","GRID_250","250mN094250E191875","ES704","ES704A0","ES704A03","35015","15","50.5667","50.5455","9","6","66.6667","12","3","20","0","11","4","","","","0","73.3333","26.6667","36.3636","36.3636","0","","0","","","6.25","240","48","","","","","","","9","","","60","","","MULTIPOLYGON (((28.0513036595446 -14.33434811417657, 28.05348888832387 -14.334968142713965, 28.05419034891605 -14.332542030215171, 28.052005099943198 -14.331922052066641, 28.0513036595446 -14.33434811417657)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a24","2022","35015","GRID_250","250mN094250E191950","ES704","ES704A0","ES704A03","35015","45","40.1","40.0232","33","12","36.3636","41","4","8.8889","","42","","","","","","93.3333","","","","","","","","","6.25","720","64","","","","","","","","31","","","68.8889","","MULTIPOLYGON (((28.053407775822034 -14.327069838145231, 28.05559306517771 -14.327689715504462, 28.056294320844632 -14.325263513295598, 28.054109011299715 -14.324643686336815, 28.053407775822034 -14.327069838145231)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a25","2022","35015","GRID_250","250mN094250E192050","ES704","ES704A0","ES704A03","35015","101","38.1832","38.1715","48","53","110.4167","44","57","56.4356","10","88","3","","","","9.901","87.1287","2.9703","14.7727","3.4091","11.3636","30","333.3333","","","6.2112","1626.0948","917.6971","","","","","","","16","25","60","15.8416","24.7525","59.4059","MULTIPOLYGON (((28.05676612067719 -14.31544812995423, 28.056212307870624 -14.317365051538884, 28.058397677974547 -14.31798472727318, 28.059098660389974 -14.315558405472165, 28.05704281618152 -14.314975509751918, 28.057041569658903 -14.31497727306327, 28.05676612067719 -14.31544812995423)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a26","2022","35015","GRID_250","250mN094275E191750","ES704","ES704A0","ES704A03","35015","31","50.5323","50.5988","17","14","82.3529","9","22","70.9677","","27","","","","","","87.0968","","","","","","","","","6.25","496","352","","","","","","","3","5","23","9.6774","16.129","74.1935","MULTIPOLYGON (((28.049980560800456 -14.347098256581722, 28.052165670535988 -14.347718587352949, 28.05286749284723 -14.345292574028397, 28.050682362909217 -14.34467229363007, 28.049980560800456 -14.347098256581722)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a27","2022","35015","GRID_250","250mN094275E191650","ES704","ES704A0","ES704A03","35015","31","52.2097","52.199","14","17","121.4286","27","4","12.9032","","18","","","","","","58.0645","","","","","","","","","1.9347","1602.3156","206.7504","","","","","","","23","3","5","74.1935","9.6774","16.129","MULTIPOLYGON (((28.048990155385066 -14.35469270265543, 28.048976264415057 -14.35505072374235, 28.04910411537559 -14.356334570419804, 28.049110184864887 -14.35640425245826, 28.049099409281357 -14.356537143371206, 28.0490731883869 -14.356808382216299, 28.04903315018154 -14.356955799788668, 28.048988478829195 -14.35707614103049, 28.048890851401417 -14.357289758247907, 28.049357698294337 -14.3574223414576, 28.050059793801694 -14.354996447813503, 28.048990155385066 -14.35469270265543)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a28","2022","35015","GRID_250","250mN094275E191675","ES704","ES704A0","ES704A03","35015","415","42.2325","42.2203","220","195","88.6364","330","85","20.4819","56","285","74","","","","13.494","68.6747","17.8313","45.614","25.9649","19.6491","132.1429","75.6757","","","3.6734","11297.4356","2313.9326","","","","","","","228","68","119","54.9398","16.3855","28.6747","MULTIPOLYGON (((28.04936186492752 -14.352173015958144, 28.049366422583915 -14.352370030168963, 28.049036839819212 -14.353489296942339, 28.048990155385066 -14.35469270265543, 28.050059793801694 -14.354996447813503, 28.050761821011942 -14.352570524247016, 28.04936186492752 -14.352173015958144)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a29","2022","35015","GRID_250","250mN094275E191700","ES704","ES704A0","ES704A03","35015","307","39.9951","40.0288","148","159","107.4324","148","159","51.7915","27","241","39","","","","8.7948","78.5016","12.7036","27.3859","16.1826","11.2033","144.4444","69.2308","","","5.4308","5652.9425","2927.7455","","","","","","","52","65","190","16.9381","21.1726","61.8893","MULTIPOLYGON (((28.04936186492752 -14.352173015958144, 28.050761821011942 -14.352570524247016, 28.0514637799238 -14.350144570759664, 28.049278690392192 -14.349524189619405, 28.049060571656643 -14.350278028255978, 28.04908916031902 -14.350414742554184, 28.049354879365225 -14.351871074178462, 28.04936186492752 -14.352173015958144)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a2a","2022","35015","GRID_250","250mN094275E191725","ES704","ES704A0","ES704A03","35015","324","36.1574","36.1284","152","172","113.1579","155","169","52.1605","28","282","14","","","","8.642","87.037","4.321","14.8936","4.9645","9.9291","50","200","","","6.25","5184","2704","","","","","","","80","38","206","24.6914","11.7284","63.5802","MULTIPOLYGON (((28.049278690392192 -14.349524189619405, 28.0514637799238 -14.350144570759664, 28.052165670535988 -14.347718587352949, 28.049980560800456 -14.347098256581722, 28.049278690392192 -14.349524189619405)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a2b","2022","35015","GRID_250","250mN094300E191650","ES704","ES704A0","ES704A03","35015","598","39.1957","39.1749","301","297","98.6711","417","181","30.2676","92","457","49","","","","15.3846","76.4214","8.194","30.8534","10.7221","20.1313","53.2609","187.7551","","","6.25","9568","2896","","","","","","","276","121","201","46.1538","20.2341","33.612","MULTIPOLYGON (((28.049357698294337 -14.3574223414576, 28.051542709144993 -14.35804292404715, 28.052244824862257 -14.35561698004227, 28.050059793801694 -14.354996447813503, 28.049357698294337 -14.3574223414576)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a2c","2022","35015","GRID_250","250mN094300E191675","ES704","ES704A0","ES704A03","35015","1047","39.2001","39.1981","543","504","92.8177","729","318","30.3725","171","760","116","","","","16.3324","72.5883","11.0793","37.7632","15.2632","22.5","67.8363","147.4138","","","6.25","16752","5088","","","","","","","435","203","409","41.5473","19.3887","39.064","MULTIPOLYGON (((28.050059793801694 -14.354996447813503, 28.052244824862257 -14.35561698004227, 28.052946872280966 -14.353191006111148, 28.050761821011942 -14.352570524247016, 28.050059793801694 -14.354996447813503)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a2d","2022","35015","GRID_250","250mN094300E191700","ES704","ES704A0","ES704A03","35015","754","38.6273","38.619","388","366","94.3299","511","243","32.2281","129","546","79","","","","17.1088","72.4138","10.4775","38.0952","14.4689","23.6264","61.2403","163.2911","","","6.25","12064","3888","","","","","","","285","153","316","37.7984","20.2918","41.9098","MULTIPOLYGON (((28.050761821011942 -14.352570524247016, 28.052946872280966 -14.353191006111148, 28.05364885139982 -14.350765002255278, 28.0514637799238 -14.350144570759664, 28.050761821011942 -14.352570524247016)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a2e","2022","35015","GRID_250","250mN094300E192025","ES704","ES704A0","ES704A03","35015","83","35.5723","35.5428","42","41","97.619","57","26","31.3253","","72","","","","","","86.747","","","","","","","","","6.25","1328","416","","","","","","","24","23","36","28.9157","27.7108","43.3735","MULTIPOLYGON (((28.059881959127328 -14.321030795635409, 28.062067272974357 -14.321650622407608, 28.062768364079247 -14.319224229668254, 28.060583030044047 -14.318604453314785, 28.059881959127328 -14.321030795635409)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a2f","2022","35015","GRID_250","250mN094300E192050","ES704","ES704A0","ES704A03","35015","91","41.1923","41.2176","48","43","89.5833","58","33","36.2637","14","67","10","","","","15.3846","73.6264","10.989","35.8209","14.9254","20.8955","71.4286","140","","","6.25","1456","528","","","","","","","22","26","43","24.1758","28.5714","47.2527","MULTIPOLYGON (((28.060583030044047 -14.318604453314785, 28.062768364079247 -14.319224229668254, 28.063469386866448 -14.31679780702543, 28.06128403264456 -14.316178081094536, 28.060583030044047 -14.318604453314785)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a30","2022","35015","GRID_250","250mN094325E191625","ES704","ES704A0","ES704A03","35015","90","40.5667","40.5834","48","42","87.5","77","13","14.4444","9","70","11","","","","10","77.7778","12.2222","28.5714","15.7143","12.8571","122.2222","81.8182","","","6.25","1440","208","","","","","","","61","10","19","67.7778","11.1111","21.1111","MULTIPOLYGON (((28.050840525130422 -14.360468838124255, 28.053025497707647 -14.36108952144402, 28.053727701935202 -14.358663557006649, 28.051542709144993 -14.35804292404715, 28.050840525130422 -14.360468838124255)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a31","2022","35015","GRID_250","250mN094325E191675","ES704","ES704A0","ES704A03","35015","692","35.2558","35.287","380","312","82.1053","464","228","32.948","147","499","46","","","","21.2428","72.1098","6.6474","38.6774","9.2184","29.4589","31.2925","319.5652","","","6.25","11072","3648","","","","","","","246","100","346","35.5491","14.4509","50","MULTIPOLYGON (((28.052244824862257 -14.35561698004227, 28.054429837864003 -14.356237562637649, 28.055131905492807 -14.353811538338535, 28.052946872280966 -14.353191006111148, 28.052244824862257 -14.35561698004227)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a32","2022","35015","GRID_250","250mN094325E191700","ES704","ES704A0","ES704A03","35015","107","37.2009","37.2267","63","44","69.8413","73","34","31.7757","20","76","11","","","","18.6916","71.028","10.2804","40.7895","14.4737","26.3158","55","181.8182","","","6.25","1712","544","","","","","","","61","10","36","57.0093","9.3458","33.6449","MULTIPOLYGON (((28.052946872280966 -14.353191006111148, 28.055131905492807 -14.353811538338535, 28.055833904820304 -14.351385484110816, 28.05364885139982 -14.350765002255278, 28.052946872280966 -14.353191006111148)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a33","2022","35015","GRID_250","250mN094325E192125","ES704","ES704A0","ES704A03","35015","32","28.4375","28.5067","17","15","88.2353","8","24","75","3","29","0","","","","9.375","90.625","0","10.3448","0","10.3448","0","","","","6.25","512","384","","","","","","","","","27","","","84.375","MULTIPOLYGON (((28.06487122748268 -14.311944872035426, 28.067056604044264 -14.312564547415947, 28.06775744205473 -14.310137984634302, 28.065572045309164 -14.309518359691289, 28.06487122748268 -14.311944872035426)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a34","2022","35015","GRID_250","250mN094350E191675","ES704","ES704A0","ES704A03","35015","207","33.7899","33.7947","104","103","99.0385","133","74","35.7488","48","150","9","","","","23.1884","72.4638","4.3478","38","6","32","18.75","533.3333","","","6.25","3312","1184","","","","","","","78","35","94","37.6812","16.9082","45.4106","MULTIPOLYGON (((28.054429837864003 -14.356237562637649, 28.056614832807032 -14.356858195604197, 28.057316920647555 -14.354432120933755, 28.055131905492807 -14.353811538338535, 28.054429837864003 -14.356237562637649)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a35","2022","35015","GRID_250","250mN094350E191700","ES704","ES704A0","ES704A03","35015","84","36.6667","36.7044","52","32","61.5385","68","16","19.0476","14","63","7","","","","16.6667","75","8.3333","33.3333","11.1111","22.2222","50","200","","","6.25","1344","256","","","","","","","47","7","30","55.9524","8.3333","35.7143","MULTIPOLYGON (((28.055131905492807 -14.353811538338535, 28.057316920647555 -14.354432120933755, 28.058018940185335 -14.352006016330845, 28.055833904820304 -14.351385484110816, 28.055131905492807 -14.353811538338535)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a36","2022","35015","GRID_250","250mN094375E191675","ES704","ES704A0","ES704A03","35015","496","36.5484","36.5479","256","240","93.75","406","90","18.1452","74","391","31","","","","14.9194","78.8306","6.25","26.8542","7.9284","18.9258","41.8919","238.7097","","","6.25","7936","1440","","","","","","","235","101","160","47.379","20.3629","32.2581","MULTIPOLYGON (((28.056614832807032 -14.356858195604197, 28.058799809691397 -14.357478878946486, 28.059501917745294 -14.355052753901356, 28.057316920647555 -14.354432120933755, 28.056614832807032 -14.356858195604197)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a37","2022","35015","GRID_250","250mN094375E191700","ES704","ES704A0","ES704A03","35015","664","38.1416","38.1607","334","330","98.8024","570","94","14.1566","86","535","43","","","","12.9518","80.5723","6.4759","24.1121","8.0374","16.0748","50","200","","","6.25","10624","1504","","","","","","","394","116","154","59.3373","17.4699","23.1928","MULTIPOLYGON (((28.057316920647555 -14.354432120933755, 28.059501917745294 -14.355052753901356, 28.06020395749499 -14.352626598919912, 28.058018940185335 -14.352006016330845, 28.057316920647555 -14.354432120933755)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a38","2022","35015","GRID_250","250mN094375E191875","ES704","ES704A0","ES704A03","35015","69","40.2391","40.2226","34","35","102.9412","41","28","40.5797","10","53","6","","","","14.4928","76.8116","8.6957","30.1887","11.3208","18.8679","60","166.6667","","","6.25","1104","448","","","","","","","23","17","29","33.3333","24.6377","42.029","MULTIPOLYGON (((28.062229622983082 -14.337448760216535, 28.064414761533794 -14.33806904045324, 28.06511632311845 -14.335642675959956, 28.06293116436598 -14.335022446128843, 28.062229622983082 -14.337448760216535)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a39","2022","35015","GRID_250","250mN094375E191900","ES704","ES704A0","ES704A03","35015","24","41.375","41.2997","11","13","118.1818","16","8","33.3333","4","15","5","","","","16.6667","62.5","20.8333","60","33.3333","26.6667","125","80","","","6.25","384","128","","","","","","","9","6","9","37.5","25","37.5","MULTIPOLYGON (((28.06293116436598 -14.335022446128843, 28.06511632311845 -14.335642675959956, 28.0658178163887 -14.333216281542493, 28.06363263743593 -14.332596102120824, 28.06293116436598 -14.335022446128843)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a3a","2022","35015","GRID_250","250mN094400E191675","ES704","ES704A0","ES704A03","35015","459","35.0795","35.0848","241","218","90.4564","389","70","15.2505","82","358","19","","","","17.8649","77.9956","4.1394","28.2123","5.3073","22.905","23.1707","431.5789","","","6.25","7344","1120","","","","","","","246","89","124","53.5948","19.39","27.0153","MULTIPOLYGON (((28.058799809691397 -14.357478878946486, 28.060984768517184 -14.358099612669069, 28.061686896786085 -14.355673437245931, 28.059501917745294 -14.355052753901356, 28.058799809691397 -14.357478878946486)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a3b","2022","35015","GRID_250","250mN094400E191700","ES704","ES704A0","ES704A03","35015","466","35.8455","35.8282","237","229","96.6245","368","98","21.03","80","364","22","","","","17.1674","78.1116","4.721","28.022","6.044","21.978","27.5","363.6364","","","6.25","7456","1568","","","","","","","231","87","148","49.5708","18.6695","31.7597","MULTIPOLYGON (((28.059501917745294 -14.355052753901356, 28.061686896786085 -14.355673437245931, 28.062388956749338 -14.35324723188261, 28.06020395749499 -14.352626598919912, 28.059501917745294 -14.355052753901356)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a3c","2022","35015","GRID_250","250mN094400E191875","ES704","ES704A0","ES704A03","35015","16","37.4375","37.4605","9","7","77.7778","","","","","11","","","","","","68.75","","","","","","","","","6.25","256","","","","","","","","","","11","","","68.75","MULTIPOLYGON (((28.064414761533794 -14.33806904045324, 28.066599882039018 -14.338689371043486, 28.06730146382707 -14.336262956141267, 28.06511632311845 -14.335642675959956, 28.064414761533794 -14.33806904045324)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a3d","2022","35015","GRID_250","250mN094400E191900","ES704","ES704A0","ES704A03","35015","37","37.7432","37.7968","20","17","85","23","14","37.8378","6","31","0","","","","16.2162","83.7838","0","19.3548","0","19.3548","0","","","","6.25","592","224","","","","","","","12","9","16","32.4324","24.3243","43.2432","MULTIPOLYGON (((28.06511632311845 -14.335642675959956, 28.06730146382707 -14.336262956141267, 28.068002977299294 -14.333836511311, 28.0658178163887 -14.333216281542493, 28.06511632311845 -14.335642675959956)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a3e","2022","35015","GRID_250","250mN094400E192250","ES704","ES704A0","ES704A03","35015","29","31.2931","31.2135","19","10","52.6316","17","12","41.3793","","21","","","","","","72.4138","","","","","","","","","6.25","464","192","","","","","","","6","3","20","20.6897","10.3448","68.9655","MULTIPOLYGON (((28.074931011712174 -14.301670431706219, 28.077116435116064 -14.302290005756795, 28.077816992032556 -14.29986314209355, 28.075631548447046 -14.299243618509848, 28.074931011712174 -14.301670431706219)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a3f","2022","35015","GRID_250","250mN094425E191675","ES704","ES704A0","ES704A03","35015","684","32.7558","32.7683","350","334","95.4286","596","88","12.8655","154","499","31","","","","22.5146","72.9532","4.5322","37.0741","6.2124","30.8617","20.1299","496.7742","","","6.25","10944","1408","","","","","","","418","117","149","61.1111","17.1053","21.7836","MULTIPOLYGON (((28.060984768517184 -14.358099612669069, 28.063169709284477 -14.358720396776508, 28.063871857770017 -14.356294170972024, 28.061686896786085 -14.355673437245931, 28.060984768517184 -14.358099612669069)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a40","2022","35015","GRID_250","250mN094425E191700","ES704","ES704A0","ES704A03","35015","250","35.84","35.8327","113","137","121.2389","223","27","10.8","46","195","9","","","","18.4","78","3.6","28.2051","4.6154","23.5897","19.5652","511.1111","","","6.25","4000","432","","","","","","","124","72","54","49.6","28.8","21.6","MULTIPOLYGON (((28.061686896786085 -14.355673437245931, 28.063871857770017 -14.356294170972024, 28.06457393794846 -14.35386791522347, 28.062388956749338 -14.35324723188261, 28.061686896786085 -14.355673437245931)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a41","2022","35015","GRID_250","250mN094425E192175","ES704","ES704A0","ES704A03","35015","497","28.8441","28.8421","202","295","146.0396","46","451","90.7445","","492","","","","","","98.994","","","","","","","","","6.25","7952","7216","","","","","","","9","30","458","1.8109","6.0362","92.1529","MULTIPOLYGON (((28.07501435436948 -14.309570417300005, 28.077199699194004 -14.31019019304597, 28.077900481295377 -14.307763368648875, 28.075715116283256 -14.30714364336155, 28.07501435436948 -14.309570417300005)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a42","2022","35015","GRID_250","250mN094425E192250","ES704","ES704A0","ES704A03","35015","389","38.2249","38.2296","185","204","110.2703","236","153","39.3316","66","295","28","","","","16.9666","75.8355","7.1979","31.8644","9.4915","22.3729","42.4242","235.7143","","","6.25","6224","2448","","","","","","","114","103","172","29.3059","26.4781","44.2159","MULTIPOLYGON (((28.077116435116064 -14.302290005756795, 28.079301840499088 -14.30290963011525, 28.080002417598838 -14.300482715981765, 28.077816992032556 -14.29986314209355, 28.077116435116064 -14.302290005756795)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a43","2022","35015","GRID_250","250mN094425E192275","ES704","ES704A0","ES704A03","35015","29","38.9483","38.9128","16","13","81.25","17","12","41.3793","5","20","4","","","","17.2414","68.9655","13.7931","45","20","25","80","125","","","6.25","464","192","","","","","","","8","5","16","27.5862","17.2414","55.1724","MULTIPOLYGON (((28.077816992032556 -14.29986314209355, 28.080002417598838 -14.300482715981765, 28.08070292636218 -14.298055771939207, 28.078517480614078 -14.29743624852509, 28.077816992032556 -14.29986314209355)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a44","2022","35015","GRID_250","250mN094425E192300","ES704","ES704A0","ES704A03","35015","17","60.2059","60.1168","7","10","142.8571","6","11","64.7059","0","9","8","","","","0","52.9412","47.0588","88.8889","88.8889","0","","0","","","6.25","272","176","","","","","","","4","0","13","23.5294","0","76.4706","MULTIPOLYGON (((28.078517480614078 -14.29743624852509, 28.08070292636218 -14.298055771939207, 28.0814033667878 -14.295628797989101, 28.079217900859373 -14.295009325052936, 28.078517480614078 -14.29743624852509)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a45","2022","35015","GRID_250","250mN094450E191675","ES704","ES704A0","ES704A03","35015","344","33.0785","33.0617","181","163","90.0552","272","72","20.9302","90","241","13","","","","26.1628","70.0581","3.7791","42.7386","5.3942","37.3444","14.4444","692.3077","","","6.25","5504","1152","","","","","","","204","50","90","59.3023","14.5349","26.1628","MULTIPOLYGON (((28.063169709284477 -14.358720396776508, 28.065354631993312 -14.359341231273381, 28.066056800697133 -14.356914955084191, 28.063871857770017 -14.356294170972024, 28.063169709284477 -14.358720396776508)))"
