"FID","ano","geoparent","granularity","geocode","isla","gcomarca","comarca","municipio","poblacion","poblacion_edad_media","poblacion_edad_media_d","poblacion_hombres","poblacion_mujeres","poblacion_indice_feminidad","poblacion_nacional","poblacion_extranjera","poblacion_extranjera_pc","poblacion_00a14","poblacion_15a64","poblacion_65mas","poblacion_65a74","poblacion_75a84","poblacion_85mas","poblacion_00a14_pc","poblacion_15a64_pc","poblacion_65mas_pc","poblacion_indice_dependencia","poblacion_indice_dependencia_may","poblacion_indice_dependencia_men","poblacion_indice_vejez","poblacion_indice_juventud","poblacion_indice_sobreenvejecimi","poblacion_indice_ancianidad","superficie","poblacion_ds","poblacion_extranjera_ds","poblacion_00a02","poblacion_03a05","poblacion_06a11","poblacion_12a15","poblacion_16a17","poblacion_00a17","poblacion_nacida_canarias","poblacion_nacida_es_xcanarias","poblacion_nacida_extranjero","poblacion_nacida_canarias_pc","poblacion_nacida_es_xcanarias_pc","poblacion_nacida_extranjero_pc","geom"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-197","2010","35015","GRID_250","250mN095200E193250","ES704","ES704A0","ES704A03","35015","285","32.2614","32.2496","147","138","93.8776","169","116","40.7018","59","219","7","","","","20.7018","76.8421","2.4561","30.137","3.1963","26.9406","11.8644","842.8571","","","6.25","4560","1856","","","","","","","76","87","122","26.6667","30.5263","42.807","MULTIPOLYGON (((28.172849607906816 -14.224361180191954, 28.17503526290305 -14.22498034036782, 28.175733730236907 -14.222550660029281, 28.17354805506501 -14.22193155058263, 28.172849607906816 -14.224361180191954)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-196","2010","35015","GRID_250","250mN095200E193275","ES704","ES704A0","ES704A03","35015","24","44.2917","44.26","12","12","100","20","4","16.6667","3","17","4","","","","12.5","70.8333","16.6667","41.1765","23.5294","17.6471","133.3333","75","","","6.25","384","64","","","","","","","4","16","4","16.6667","66.6667","16.6667","MULTIPOLYGON (((28.17354805506501 -14.22193155058263, 28.175733730236907 -14.222550660029281, 28.17643212913808 -14.22012094972323, 28.174246433791964 -14.219501891009667, 28.17354805506501 -14.22193155058263)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-178","2010","35015","GRID_250","250mN095275E194000","ES704","ES704A0","ES704A03","35015","237","39.9135","39.9639","125","112","89.6","183","54","22.7848","34","173","30","","","","14.346","72.9958","12.6582","36.9942","17.341","19.6532","88.2353","113.3333","","","6.25","3792","864","","","","","","","142","33","62","59.9156","13.9241","26.1603","MULTIPOLYGON (((28.200331975053704 -14.153312324531814, 28.202518180971197 -14.153930111815612, 28.20321465517318 -14.151499380570508, 28.20102842911907 -14.150881644142165, 28.200331975053704 -14.153312324531814)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-107","2010","35015","GRID_250","250mN095525E193325","ES704","ES704A0","ES704A03","35015","17","54.2059","54.3433","10","7","70","","","","","","9","","","","","","52.9412","","","","","","","","6.25","272","","","","","","","","","","15","","","88.2353","MULTIPOLYGON (((28.20335764590157 -14.225123230611086, 28.205543128101077 -14.225742892966725, 28.20624165250849 -14.22331246279209, 28.204056150116422 -14.222692851221208, 28.20335764590157 -14.225123230611086)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-c5","2010","35015","GRID_250","250mN095575E193400","ES704","ES704A0","ES704A03","35015","31","60.7903","60.7331","18","13","72.2222","5","26","83.871","0","17","14","","","","0","54.8387","45.1613","82.3529","82.3529","0","","0","","","6.25","496","416","","","","","","","0","4","27","0","12.9032","87.0968","MULTIPOLYGON (((28.209824020785938 -14.21907107275323, 28.212009527674407 -14.219690683465114, 28.212707887092538 -14.217260061652555, 28.210522360012636 -14.216640501743809, 28.209824020785938 -14.21907107275323)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-c4","2010","35015","GRID_250","250mN095575E193425","ES704","ES704A0","ES704A03","35015","79","48.6139","48.5945","37","42","113.5135","8","71","89.8734","8","49","22","","","","10.1266","62.0253","27.8481","61.2245","44.898","16.3265","275","36.3636","","","6.25","1264","1136","","","","","","","6","3","70","7.5949","3.7975","88.6076","MULTIPOLYGON (((28.210522360012636 -14.216640501743809, 28.212707887092538 -14.217260061652555, 28.213406178048345 -14.214829409823677, 28.211220630778467 -14.214209900721965, 28.210522360012636 -14.216640501743809)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-c3","2010","35015","GRID_250","250mN095575E193450","ES704","ES704A0","ES704A03","35015","41","51.5976","51.6267","15","26","173.3333","11","30","73.1707","","28","","","","","","68.2927","","","","","","","","","6.25","656","480","","","","","","","3","7","31","7.3171","17.0732","75.6098","MULTIPOLYGON (((28.211220630778467 -14.214209900721965, 28.213406178048345 -14.214829409823677, 28.214104400540528 -14.212398727980032, 28.211918833082144 -14.211779269689215, 28.211220630778467 -14.214209900721965)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-ac","2010","35015","GRID_250","250mN095600E193400","ES704","ES704A0","ES704A03","35015","184","44.0217","43.9874","104","80","76.9231","75","109","59.2391","17","134","33","","","","9.2391","72.8261","17.9348","37.3134","24.6269","12.6866","194.1176","51.5152","","","6.25","2944","1744","","","","","","","69","5","110","37.5","2.7174","59.7826","MULTIPOLYGON (((28.212009527674407 -14.219690683465114, 28.21419501662083 -14.220310344544949, 28.214893396232036 -14.217879671925868, 28.212707887092538 -14.217260061652555, 28.212009527674407 -14.219690683465114)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-ab","2010","35015","GRID_250","250mN095600E193450","ES704","ES704A0","ES704A03","35015","32","48.8125","48.835","13","19","146.1538","0","32","100","4","21","7","","","","12.5","65.625","21.875","52.381","33.3333","19.0476","175","57.1429","","","6.25","512","512","","","","","","","","","30","","","93.75","MULTIPOLYGON (((28.213406178048345 -14.214829409823677, 28.21559170737944 -14.215448969286577, 28.216289950061768 -14.213018236628647, 28.214104400540528 -14.212398727980032, 28.213406178048345 -14.214829409823677)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-aa","2010","35015","GRID_250","250mN095600E193475","ES704","ES704A0","ES704A03","35015","24","54.6667","54.6906","14","10","71.4286","","","","0","16","8","","","","0","66.6667","33.3333","50","50","0","","0","","","6.25","384","","","","","","","","","","21","","","87.5","MULTIPOLYGON (((28.214104400540528 -14.212398727980032, 28.216289950061768 -14.213018236628647, 28.216988124277766 -14.210587473953616, 28.214802554567825 -14.209968016123169, 28.214104400540528 -14.212398727980032)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-96","2010","35015","GRID_250","250mN095625E193400","ES704","ES704A0","ES704A03","35015","14","34.2857","34.2781","5","9","180","8","6","42.8571","0","14","0","","","","0","100","0","0","0","0","","","","","6.25","224","96","","","","","","","","6","","","42.8571","","MULTIPOLYGON (((28.21419501662083 -14.220310344544949, 28.216380487625276 -14.220930055997314, 28.21707888743119 -14.218499332568317, 28.214893396232036 -14.217879671925868, 28.21419501662083 -14.220310344544949)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_10","2010","35015","GRID_250","250mN095925E193650","ES704","ES704A0","ES704A03","35015","39","42.7564","42.6905","25","14","56","28","11","28.2051","7","24","8","","","","17.9487","61.5385","20.5128","62.5","33.3333","29.1667","114.2857","87.5","","","6.25","624","176","","","","","","","28","","","71.7949","","","MULTIPOLYGON (((28.247402623268613 -14.203436029442258, 28.249588081053048 -14.204055837043189, 28.250286038437157 -14.201624202994877, 28.248100560453015 -14.201004446283287, 28.247402623268613 -14.203436029442258)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_192","2010","35015","GRID_250","250mN096650E194900","ES704","ES704A0","ES704A03","35015","11","28.2273","28.1595","","","","7","4","36.3636","","10","","","","","","90.9091","","","","","","","","","6.25","176","64","","","","","","","6","","","54.5455","","","MULTIPOLYGON (((28.345615821195306 -14.099740991924467, 28.347801769757215 -14.100359708791999, 28.348496885156486 -14.097925091005967, 28.346310916420954 -14.097306425320722, 28.345615821195306 -14.099740991924467)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_19d","2010","35015","GRID_250","250mN096675E194800","ES704","ES704A0","ES704A03","35015","49","31.4184","31.5242","26","23","88.4615","49","0","0","16","29","4","","","","32.6531","59.1837","8.1633","68.9655","13.7931","55.1724","25","400","","","6.25","784","0","","","","","","","49","0","0","100","0","0","MULTIPOLYGON (((28.345020622159815 -14.11009787901188, 28.347206472165517 -14.110716850944929, 28.347901882143507 -14.108282302361618, 28.345716011956657 -14.107663381598712, 28.345020622159815 -14.11009787901188)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_19e","2010","35015","GRID_250","250mN096675E194875","ES704","ES704A0","ES704A03","35015","12","27.3333","27.2019","6","6","100","","","","3","9","0","","","","25","75","0","33.3333","0","33.3333","0","","","","6.25","192","","","","","","","","11","","","91.6667","","","MULTIPOLYGON (((28.34710658575664 -14.102794296487192, 28.349292496301388 -14.103413114898135, 28.349987700478678 -14.10097847602114, 28.347801769757215 -14.100359708791999, 28.34710658575664 -14.102794296487192)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_19f","2010","35015","GRID_250","250mN096675E194900","ES704","ES704A0","ES704A03","35015","87","36.454","36.4266","46","41","89.1304","78","9","10.3448","21","59","7","","","","24.1379","67.8161","8.046","47.4576","11.8644","35.5932","33.3333","300","","","6.25","1392","144","","","","","","","69","10","8","79.3103","11.4943","9.1954","MULTIPOLYGON (((28.347801769757215 -14.100359708791999, 28.349987700478678 -14.10097847602114, 28.350682836053192 -14.098543807049406, 28.348496885156486 -14.097925091005967, 28.347801769757215 -14.100359708791999)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_1a0","2010","35015","GRID_250","250mN096675E194925","ES704","ES704A0","ES704A03","35015","13","32.7308","32.7816","5","8","160","13","0","0","","9","","","","","","69.2308","","","","","","","","","6.25","208","0","","","","","","","13","0","0","100","0","0","MULTIPOLYGON (((28.348496885156486 -14.097925091005967, 28.350682836053192 -14.098543807049406, 28.35137790302361 -14.096109107984528, 28.349191931953126 -14.095490443130679, 28.348496885156486 -14.097925091005967)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_1a6","2010","35015","GRID_250","250mN096700E194800","ES704","ES704A0","ES704A03","35015","787","34.6931","34.707","440","347","78.8636","465","322","40.9149","139","600","48","","","","17.662","76.2389","6.0991","31.1667","8","23.1667","34.5324","289.5833","","","6.25","12592","5152","","","","","","","355","101","331","45.108","12.8335","42.0584","MULTIPOLYGON (((28.347206472165517 -14.110716850944929, 28.34939230432431 -14.11133587325784, 28.35008773448511 -14.108901273500969, 28.347901882143507 -14.108282302361618, 28.347206472165517 -14.110716850944929)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_1a7","2010","35015","GRID_250","250mN096700E194825","ES704","ES704A0","ES704A03","35015","134","38.9104","38.9294","59","75","127.1186","125","9","6.7164","25","89","20","","","","18.6567","66.4179","14.9254","50.5618","22.4719","28.0899","80","125","","","6.25","2144","144","","","","","","","118","6","10","88.0597","4.4776","7.4627","MULTIPOLYGON (((28.347901882143507 -14.108282302361618, 28.35008773448511 -14.108901273500969, 28.350783096045472 -14.106466643640731, 28.348597223522564 -14.105847723678826, 28.347901882143507 -14.108282302361618)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_1a8","2010","35015","GRID_250","250mN096700E194875","ES704","ES704A0","ES704A03","35015","53","37.217","37.088","26","27","103.8462","","","","11","37","5","","","","20.7547","69.8113","9.434","43.2432","13.5135","29.7297","45.4545","220","","","6.25","848","","","","","","","","52","","","98.1132","","","MULTIPOLYGON (((28.349292496301388 -14.103413114898135, 28.351478389004125 -14.104031983678711, 28.352173613359803 -14.101597293616488, 28.349987700478678 -14.10097847602114, 28.349292496301388 -14.103413114898135)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_1a9","2010","35015","GRID_250","250mN096700E194900","ES704","ES704A0","ES704A03","35015","17","38.2647","38.246","11","6","54.5455","17","0","0","","14","","","","","","82.3529","","","","","","","","","6.25","272","0","","","","","","","16","","","94.1176","","","MULTIPOLYGON (((28.349987700478678 -14.10097847602114, 28.352173613359803 -14.101597293616488, 28.35286876911119 -14.099162573455635, 28.350682836053192 -14.098543807049406, 28.349987700478678 -14.10097847602114)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_1af","2010","35015","GRID_250","250mN096725E194800","ES704","ES704A0","ES704A03","35015","198","35.8737","35.8657","102","96","94.1176","193","5","2.5253","36","140","22","","","","18.1818","70.7071","11.1111","41.4286","15.7143","25.7143","61.1111","163.6364","","","6.25","3168","80","","","","","","","183","10","5","92.4242","5.0505","2.5253","MULTIPOLYGON (((28.34939230432431 -14.11133587325784, 28.35157811863624 -14.111954945955235, 28.352273568981474 -14.109520295021385, 28.35008773448511 -14.108901273500969, 28.34939230432431 -14.11133587325784)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_1b0","2010","35015","GRID_250","250mN096725E194825","ES704","ES704A0","ES704A03","35015","108","41.9444","41.9004","56","52","92.8571","","","","16","80","12","","","","14.8148","74.0741","11.1111","35","15","20","75","133.3333","","","6.25","1728","","","","","","","","92","10","6","85.1852","9.2593","5.5556","MULTIPOLYGON (((28.35008773448511 -14.108901273500969, 28.352273568981474 -14.109520295021385, 28.352968950724794 -14.107085613980297, 28.350783096045472 -14.106466643640731, 28.35008773448511 -14.108901273500969)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_1b1","2010","35015","GRID_250","250mN096725E194850","ES704","ES704A0","ES704A03","35015","44","38.5455","38.4761","27","17","62.963","","","","6","35","3","","","","13.6364","79.5455","6.8182","25.7143","8.5714","17.1429","50","200","","","6.25","704","","","","","","","","42","","","95.4545","","","MULTIPOLYGON (((28.350783096045472 -14.106466643640731, 28.352968950724794 -14.107085613980297, 28.35366426386494 -14.10465090283351, 28.351478389004125 -14.104031983678711, 28.350783096045472 -14.106466643640731)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_1b2","2010","35015","GRID_250","250mN096725E195050","ES704","ES704A0","ES704A03","35015","31","39.9516","39.8883","21","10","47.619","","","","4","20","7","","","","12.9032","64.5161","22.5806","55","35","20","175","57.1429","","","6.25","496","","","","","","","","28","","","90.3226","","","MULTIPOLYGON (((28.3563435187589 -14.086988521227497, 28.358529534848653 -14.087607081980106, 28.359224299117006 -14.085172130044919, 28.357038262857586 -14.084553620508181, 28.3563435187589 -14.086988521227497)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_1b3","2010","35015","GRID_250","250mN096725E195075","ES704","ES704A0","ES704A03","35015","15","45.5667","45.4341","7","8","114.2857","15","0","0","","8","","","","","","53.3333","","","","","","","","","6.25","240","0","","","","","","","15","0","0","100","0","0","MULTIPOLYGON (((28.357038262857586 -14.084553620508181, 28.359224299117006 -14.085172130044919, 28.359918994770595 -14.08273714801831, 28.357732938343002 -14.082118689701336, 28.357038262857586 -14.084553620508181)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_1be","2010","35015","GRID_250","250mN096750E194825","ES704","ES704A0","ES704A03","35015","98","33.2449","33.2538","52","46","88.4615","","","","16","77","5","","","","16.3265","78.5714","5.102","27.2727","6.4935","20.7792","31.25","320","","","6.25","1568","","","","","","","","92","","","93.8776","","","MULTIPOLYGON (((28.352273568981474 -14.109520295021385, 28.354459385632712 -14.110139366927468, 28.35515478756063 -14.107704634702097, 28.352968950724794 -14.107085613980297, 28.352273568981474 -14.109520295021385)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_1bf","2010","35015","GRID_250","250mN096750E194850","ES704","ES704A0","ES704A03","35015","15","42.1667","42.2049","8","7","87.5","","","","0","12","3","","","","0","80","20","25","25","0","","0","","","6.25","240","","","","","","","","14","","","93.3333","","","MULTIPOLYGON (((28.352968950724794 -14.107085613980297, 28.35515478756063 -14.107704634702097, 28.355850120883904 -14.105269872367153, 28.35366426386494 -14.10465090283351, 28.352968950724794 -14.107085613980297)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_1c0","2010","35015","GRID_250","250mN096750E194875","ES704","ES704A0","ES704A03","35015","25","35.38","35.3922","11","14","127.2727","25","0","0","","19","","","","","","76","","","","","","","","","6.25","400","0","","","","","","","25","0","0","100","0","0","MULTIPOLYGON (((28.35366426386494 -14.10465090283351, 28.355850120883904 -14.105269872367153, 28.356545385601216 -14.102835079924219, 28.35435950840061 -14.10221616158264, 28.35366426386494 -14.10465090283351)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_1c1","2010","35015","GRID_250","250mN096750E195025","ES704","ES704A0","ES704A03","35015","28","30.8214","30.8853","20","8","40","28","0","0","7","21","0","","","","25","75","0","33.3333","0","33.3333","0","","","","6.25","448","0","","","","","","","27","","","96.4286","","","MULTIPOLYGON (((28.357834701966844 -14.090042003822292, 28.360020680053463 -14.09066066614521, 28.360715533108063 -14.088225693087626, 28.358529534848653 -14.087607081980106, 28.357834701966844 -14.090042003822292)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_1c2","2010","35015","GRID_250","250mN096750E195050","ES704","ES704A0","ES704A03","35015","79","39.462","39.4889","30","49","163.3333","79","0","0","11","55","13","","","","13.9241","69.6203","16.4557","43.6364","23.6364","20","118.1818","84.6154","","","6.25","1264","0","","","","","","","75","4","0","94.9367","5.0633","0","MULTIPOLYGON (((28.358529534848653 -14.087607081980106, 28.360715533108063 -14.088225693087626, 28.361410317547683 -14.085790689933145, 28.359224299117006 -14.085172130044919, 28.358529534848653 -14.087607081980106)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_1c3","2010","35015","GRID_250","250mN096750E195075","ES704","ES704A0","ES704A03","35015","34","27.1176","27.0794","17","17","100","","","","12","22","0","","","","35.2941","64.7059","0","54.5455","0","54.5455","0","","","","6.25","544","","","","","","","","32","","","94.1176","","","MULTIPOLYGON (((28.359224299117006 -14.085172130044919, 28.361410317547683 -14.085790689933145, 28.362105033371073 -14.083355656683358, 28.359918994770595 -14.08273714801831, 28.359224299117006 -14.085172130044919)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_1ce","2010","35015","GRID_250","250mN096775E195050","ES704","ES704A0","ES704A03","35015","24","37.2083","37.1393","15","9","60","24","0","0","","18","","","","","","75","","","","","","","","","6.25","384","0","","","","","","","24","0","0","100","0","0","MULTIPOLYGON (((28.360715533108063 -14.088225693087626, 28.36290151353716 -14.088844354554658, 28.363596318149714 -14.08640930017747, 28.361410317547683 -14.085790689933145, 28.360715533108063 -14.088225693087626)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_2c2","2010","35015","GRID_250","250mN097050E194775","ES704","ES704A0","ES704A03","35015","69","45.4275","45.45","41","28","68.2927","64","5","7.2464","5","50","14","","","","7.2464","72.4638","20.2899","38","28","10","280","35.7143","","","6.25","1104","80","","","","","","","61","3","5","88.4058","4.3478","7.2464","MULTIPOLYGON (((28.37711073704778 -14.121822985158783, 28.37929629915025 -14.122442764491272, 28.379992080662333 -14.120007478105443, 28.377806498352598 -14.119387749990427, 28.37711073704778 -14.121822985158783)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_301","2010","35015","GRID_250","250mN097100E194875","ES704","ES704A0","ES704A03","35015","46","37.6304","37.6128","28","18","64.2857","46","0","0","7","33","6","","","","15.2174","71.7391","13.0435","39.3939","18.1818","21.2121","85.7143","116.6667","","","6.25","736","0","","","","","","","46","0","0","100","0","0","MULTIPOLYGON (((28.38426463855611 -14.113321062875425, 28.386450245797064 -14.113940738196764, 28.38714579322964 -14.11150522870618, 28.384960165784083 -14.110885604624745, 28.38426463855611 -14.113321062875425)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_444","2010","35015","GRID_250","250mN097375E194500","ES704","ES704A0","ES704A03","35015","93","38.4677","38.5172","52","41","78.8462","93","0","0","9","74","10","","","","9.6774","79.5699","10.7527","25.6757","13.5135","12.1622","111.1111","90","","","5.4283","1713.2436","0","","","","","","","87","","","93.5484","","","MULTIPOLYGON (((28.39793031798331 -14.15643418325735, 28.39807235286745 -14.156592068605105, 28.398640343245113 -14.156486707864714, 28.398790147726693 -14.156481560916088, 28.399195614199353 -14.156541189569841, 28.399464374616038 -14.156630830277741, 28.399663874360918 -14.156776816218896, 28.39978510364586 -14.156913865577653, 28.39983742846215 -14.15703780439917, 28.399863538343112 -14.15718903447074, 28.4000564661438 -14.157261266208193, 28.400742763968786 -14.15486235199929, 28.398557636244828 -14.154241404020475, 28.39793031798331 -14.15643418325735)))"
