"FID","ano","geoparent","granularity","geocode","isla","gcomarca","comarca","municipio","poblacion","poblacion_edad_media","poblacion_edad_media_d","poblacion_hombres","poblacion_mujeres","poblacion_indice_feminidad","poblacion_nacional","poblacion_extranjera","poblacion_extranjera_pc","poblacion_00a14","poblacion_15a64","poblacion_65mas","poblacion_65a74","poblacion_75a84","poblacion_85mas","poblacion_00a14_pc","poblacion_15a64_pc","poblacion_65mas_pc","poblacion_indice_dependencia","poblacion_indice_dependencia_may","poblacion_indice_dependencia_men","poblacion_indice_vejez","poblacion_indice_juventud","poblacion_indice_sobreenvejecimi","poblacion_indice_ancianidad","superficie","poblacion_ds","poblacion_extranjera_ds","poblacion_00a02","poblacion_03a05","poblacion_06a11","poblacion_12a15","poblacion_16a17","poblacion_00a17","poblacion_nacida_canarias","poblacion_nacida_es_xcanarias","poblacion_nacida_extranjero","poblacion_nacida_canarias_pc","poblacion_nacida_es_xcanarias_pc","poblacion_nacida_extranjero_pc","geom"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3020","2016","35015","GRID_250","250mN094250E191775","ES704","ES704A0","ES704A03","35015","49","47.2347","47.2653","29","20","68.9655","18","31","63.2653","4","34","11","","","","8.1633","69.3878","22.449","44.1176","32.3529","11.7647","275","36.3636","","","6.25","784","496","","","","","","","4","10","35","8.1633","20.4082","71.4286","MULTIPOLYGON (((28.048497214918804 -14.344052063575853, 28.050682362909217 -14.34467229363007, 28.051384096717225 -14.342246300765943, 28.049198928527414 -14.341626121085142, 28.048497214918804 -14.344052063575853)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3021","2016","35015","GRID_250","250mN094250E191825","ES704","ES704A0","ES704A03","35015","31","32.9194","32.9333","12","19","158.3333","18","13","41.9355","","22","","","","","","70.9677","","","","","","","","","6.25","496","208","","","","","","","11","5","15","35.4839","16.129","48.3871","MULTIPOLYGON (((28.04990057383544 -14.339200148687343, 28.05208576222319 -14.339820277990869, 28.05278735942582 -14.337394225306374, 28.050602150841595 -14.33677414638398, 28.04990057383544 -14.339200148687343)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3023","2016","35015","GRID_250","250mN094250E191850","ES704","ES704A0","ES704A03","35015","20","38.75","38.7228","9","11","122.2222","16","4","20","3","17","0","","","","15","85","0","17.6471","0","17.6471","0","","","","6.25","320","64","","","","","","","15","0","5","75","0","25","MULTIPOLYGON (((28.050602150841595 -14.33677414638398, 28.05278735942582 -14.337394225306374, 28.05348888832387 -14.334968142713965, 28.0513036595446 -14.33434811417657, 28.050602150841595 -14.33677414638398)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3026","2016","35015","GRID_250","250mN094250E191875","ES704","ES704A0","ES704A03","35015","20","46.95","46.8946","13","7","53.8462","","","","","18","","","","","","90","","","","","","","","","6.25","320","","","","","","","","12","","","60","","","MULTIPOLYGON (((28.0513036595446 -14.33434811417657, 28.05348888832387 -14.334968142713965, 28.05419034891605 -14.332542030215171, 28.052005099943198 -14.331922052066641, 28.0513036595446 -14.33434811417657)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3027","2016","35015","GRID_250","250mN094250E192050","ES704","ES704A0","ES704A03","35015","107","40.0607","40.0581","67","40","59.7015","50","57","53.271","5","99","3","","","","4.6729","92.5234","2.8037","8.0808","3.0303","5.0505","60","166.6667","","","6.2112","1722.6945","917.6971","","","","","","","17","27","63","15.8879","25.2336","58.8785","MULTIPOLYGON (((28.05676612067719 -14.31544812995423, 28.056212307870624 -14.317365051538884, 28.058397677974547 -14.31798472727318, 28.059098660389974 -14.315558405472165, 28.05704281618152 -14.314975509751918, 28.057041569658903 -14.31497727306327, 28.05676612067719 -14.31544812995423)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3028","2016","35015","GRID_250","250mN094275E191650","ES704","ES704A0","ES704A03","35015","43","44.1744","44.1217","20","23","115","35","8","18.6047","5","32","6","","","","11.6279","74.4186","13.9535","34.375","18.75","15.625","120","83.3333","","","1.9347","2222.5668","413.5008","","","","","","","32","4","7","74.4186","9.3023","16.2791","MULTIPOLYGON (((28.048990155385066 -14.35469270265543, 28.048976264415057 -14.35505072374235, 28.04910411537559 -14.356334570419804, 28.049110184864887 -14.35640425245826, 28.049099409281357 -14.356537143371206, 28.0490731883869 -14.356808382216299, 28.04903315018154 -14.356955799788668, 28.048988478829195 -14.35707614103049, 28.048890851401417 -14.357289758247907, 28.049357698294337 -14.3574223414576, 28.050059793801694 -14.354996447813503, 28.048990155385066 -14.35469270265543)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3029","2016","35015","GRID_250","250mN094275E191725","ES704","ES704A0","ES704A03","35015","379","33.4894","33.48","173","206","119.0751","154","225","59.3668","47","320","12","","","","12.4011","84.4327","3.1662","18.4375","3.75","14.6875","25.5319","391.6667","","","6.25","6064","3600","","","","","","","86","46","247","22.6913","12.1372","65.1715","MULTIPOLYGON (((28.049278690392192 -14.349524189619405, 28.0514637799238 -14.350144570759664, 28.052165670535988 -14.347718587352949, 28.049980560800456 -14.347098256581722, 28.049278690392192 -14.349524189619405)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_302a","2016","35015","GRID_250","250mN094275E191750","ES704","ES704A0","ES704A03","35015","30","52.9333","52.9039","14","16","114.2857","6","24","80","","23","","","","","","76.6667","","","","","","","","","6.25","480","384","","","","","","","","","26","","","86.6667","MULTIPOLYGON (((28.049980560800456 -14.347098256581722, 28.052165670535988 -14.347718587352949, 28.05286749284723 -14.345292574028397, 28.050682362909217 -14.34467229363007, 28.049980560800456 -14.347098256581722)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_302b","2016","35015","GRID_250","250mN094275E191675","ES704","ES704A0","ES704A03","35015","400","42.0875","42.07","205","195","95.122","309","91","22.75","51","287","62","","","","12.75","71.75","15.5","39.3728","21.6028","17.77","121.5686","82.2581","","","3.6734","10889.0946","2477.269","","","","","","","227","66","107","56.75","16.5","26.75","MULTIPOLYGON (((28.04936186492752 -14.352173015958144, 28.049366422583915 -14.352370030168963, 28.049036839819212 -14.353489296942339, 28.048990155385066 -14.35469270265543, 28.050059793801694 -14.354996447813503, 28.050761821011942 -14.352570524247016, 28.04936186492752 -14.352173015958144)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_302c","2016","35015","GRID_250","250mN094275E191700","ES704","ES704A0","ES704A03","35015","378","36.9788","36.9854","195","183","93.8462","183","195","51.5873","31","316","31","","","","8.2011","83.5979","8.2011","19.6203","9.8101","9.8101","100","100","","","5.4308","6960.3005","3590.6312","","","","","","","86","64","228","22.7513","16.9312","60.3175","MULTIPOLYGON (((28.04936186492752 -14.352173015958144, 28.050761821011942 -14.352570524247016, 28.0514637799238 -14.350144570759664, 28.049278690392192 -14.349524189619405, 28.049060571656643 -14.350278028255978, 28.04908916031902 -14.350414742554184, 28.049354879365225 -14.351871074178462, 28.04936186492752 -14.352173015958144)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_302d","2016","35015","GRID_250","250mN094300E191625","ES704","ES704A0","ES704A03","35015","13","48.6538","48.7323","9","4","44.4444","8","5","38.4615","","8","","","","","","61.5385","","","","","","","","","4.2487","305.9759","117.6831","","","","","","","5","3","5","38.4615","23.0769","38.4615","MULTIPOLYGON (((28.04894948978357 -14.35883265862471, 28.04951750246932 -14.3584796019447, 28.049731766941026 -14.358864816759686, 28.05006999994789 -14.359507852099085, 28.050744853693686 -14.3604416627246, 28.050840525130422 -14.360468838124255, 28.051542709144993 -14.35804292404715, 28.049357698294337 -14.3574223414576, 28.04894948978357 -14.35883265862471)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_302e","2016","35015","GRID_250","250mN094300E191650","ES704","ES704A0","ES704A03","35015","582","36.2337","36.2162","292","290","99.3151","403","179","30.756","89","463","30","","","","15.2921","79.5533","5.1546","25.7019","6.4795","19.2225","33.7079","296.6667","","","6.25","9312","2864","","","","","","","257","123","202","44.1581","21.134","34.7079","MULTIPOLYGON (((28.049357698294337 -14.3574223414576, 28.051542709144993 -14.35804292404715, 28.052244824862257 -14.35561698004227, 28.050059793801694 -14.354996447813503, 28.049357698294337 -14.3574223414576)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_302f","2016","35015","GRID_250","250mN094300E191675","ES704","ES704A0","ES704A03","35015","1031","36.9248","36.9344","522","509","97.5096","681","350","33.9476","160","794","77","","","","15.5189","77.0126","7.4685","29.8489","9.6977","20.1511","48.125","207.7922","","","6.25","16496","5600","","","","","","","409","216","406","39.6702","20.9505","39.3792","MULTIPOLYGON (((28.050059793801694 -14.354996447813503, 28.052244824862257 -14.35561698004227, 28.052946872280966 -14.353191006111148, 28.050761821011942 -14.352570524247016, 28.050059793801694 -14.354996447813503)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3030","2016","35015","GRID_250","250mN094300E191700","ES704","ES704A0","ES704A03","35015","821","35.74","35.7102","425","396","93.1765","568","253","30.8161","154","610","57","","","","18.7576","74.2996","6.9428","34.5902","9.3443","25.2459","37.013","270.1754","","","6.25","13136","4048","","","","","","","349","172","300","42.5091","20.9501","36.5408","MULTIPOLYGON (((28.050761821011942 -14.352570524247016, 28.052946872280966 -14.353191006111148, 28.05364885139982 -14.350765002255278, 28.0514637799238 -14.350144570759664, 28.050761821011942 -14.352570524247016)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3031","2016","35015","GRID_250","250mN094300E191725","ES704","ES704A0","ES704A03","35015","10","39.3","39.2427","4","6","150","","","","","7","","","","","","70","","","","","","","","","6.25","160","","","","","","","","4","3","3","40","30","30","MULTIPOLYGON (((28.0514637799238 -14.350144570759664, 28.05364885139982 -14.350765002255278, 28.054350762217574 -14.348338968476192, 28.052165670535988 -14.347718587352949, 28.0514637799238 -14.350144570759664)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3032","2016","35015","GRID_250","250mN094300E191925","ES704","ES704A0","ES704A03","35015","71","32.8239","32.8061","38","33","86.8421","42","29","40.8451","","70","","","","","","98.5915","","","","","","","","","6.25","1136","464","","","","","","","3","34","34","4.2254","47.8873","47.8873","MULTIPOLYGON (((28.057076992323495 -14.330735865891358, 28.059262225403376 -14.331355894299826, 28.05996358976629 -14.328929621189591, 28.057778336492436 -14.328309643184395, 28.057076992323495 -14.330735865891358)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3033","2016","35015","GRID_250","250mN094300E192025","ES704","ES704A0","ES704A03","35015","69","31.1232","31.0669","25","44","176","49","20","28.9855","","55","","","","","","79.7101","","","","","","","","","6.25","1104","320","","","","","","","16","27","26","23.1884","39.1304","37.6812","MULTIPOLYGON (((28.059881959127328 -14.321030795635409, 28.062067272974357 -14.321650622407608, 28.062768364079247 -14.319224229668254, 28.060583030044047 -14.318604453314785, 28.059881959127328 -14.321030795635409)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3034","2016","35015","GRID_250","250mN094300E192050","ES704","ES704A0","ES704A03","35015","64","38.625","38.6492","35","29","82.8571","32","32","50","7","50","7","","","","10.9375","78.125","10.9375","28","14","14","100","100","","","6.25","1024","512","","","","","","","10","16","38","15.625","25","59.375","MULTIPOLYGON (((28.060583030044047 -14.318604453314785, 28.062768364079247 -14.319224229668254, 28.063469386866448 -14.31679780702543, 28.06128403264456 -14.316178081094536, 28.060583030044047 -14.318604453314785)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3035","2016","35015","GRID_250","250mN094325E191625","ES704","ES704A0","ES704A03","35015","30","34.9667","34.9195","18","12","66.6667","20","10","33.3333","7","23","0","","","","23.3333","76.6667","0","30.4348","0","30.4348","0","","","","6.25","480","160","","","","","","","14","4","12","46.6667","13.3333","40","MULTIPOLYGON (((28.050840525130422 -14.360468838124255, 28.053025497707647 -14.36108952144402, 28.053727701935202 -14.358663557006649, 28.051542709144993 -14.35804292404715, 28.050840525130422 -14.360468838124255)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3036","2016","35015","GRID_250","250mN094325E191675","ES704","ES704A0","ES704A03","35015","735","34.6116","34.6238","399","336","84.2105","453","282","38.3673","151","544","40","","","","20.5442","74.0136","5.4422","35.1103","7.3529","27.7574","26.4901","377.5","","","6.25","11760","4512","","","","","","","286","119","330","38.9116","16.1905","44.898","MULTIPOLYGON (((28.052244824862257 -14.35561698004227, 28.054429837864003 -14.356237562637649, 28.055131905492807 -14.353811538338535, 28.052946872280966 -14.353191006111148, 28.052244824862257 -14.35561698004227)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3037","2016","35015","GRID_250","250mN094325E191700","ES704","ES704A0","ES704A03","35015","121","33.5413","33.5619","69","52","75.3623","67","54","44.6281","26","85","10","","","","21.4876","70.2479","8.2645","42.3529","11.7647","30.5882","38.4615","260","","","6.25","1936","864","","","","","","","60","11","50","49.5868","9.0909","41.3223","MULTIPOLYGON (((28.052946872280966 -14.353191006111148, 28.055131905492807 -14.353811538338535, 28.055833904820304 -14.351385484110816, 28.05364885139982 -14.350765002255278, 28.052946872280966 -14.353191006111148)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3038","2016","35015","GRID_250","250mN094350E191675","ES704","ES704A0","ES704A03","35015","189","33.119","33.1407","106","83","78.3019","117","72","38.0952","39","144","6","","","","20.6349","76.1905","3.1746","31.25","4.1667","27.0833","15.3846","650","","","6.25","3024","1152","","","","","","","65","46","78","34.3915","24.3386","41.2698","MULTIPOLYGON (((28.054429837864003 -14.356237562637649, 28.056614832807032 -14.356858195604197, 28.057316920647555 -14.354432120933755, 28.055131905492807 -14.353811538338535, 28.054429837864003 -14.356237562637649)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3039","2016","35015","GRID_250","250mN094350E191700","ES704","ES704A0","ES704A03","35015","70","34.9286","34.9258","39","31","79.4872","51","19","27.1429","14","51","5","","","","20","72.8571","7.1429","37.2549","9.8039","27.451","35.7143","280","","","6.25","1120","304","","","","","","","45","4","21","64.2857","5.7143","30","MULTIPOLYGON (((28.055131905492807 -14.353811538338535, 28.057316920647555 -14.354432120933755, 28.058018940185335 -14.352006016330845, 28.055833904820304 -14.351385484110816, 28.055131905492807 -14.353811538338535)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_303a","2016","35015","GRID_250","250mN094350E191900","ES704","ES704A0","ES704A03","35015","11","46.4091","46.3563","5","6","120","8","3","27.2727","0","8","3","","","","0","72.7273","27.2727","37.5","37.5","0","","0","","","6.25","176","48","","","","","","","0","6","5","0","54.5455","45.4545","MULTIPOLYGON (((28.060745987569575 -14.334402266643377, 28.06293116436598 -14.335022446128843, 28.06363263743593 -14.332596102120824, 28.061447440440823 -14.331975973041464, 28.060745987569575 -14.334402266643377)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_303b","2016","35015","GRID_250","250mN094375E191675","ES704","ES704A0","ES704A03","35015","510","33.5353","33.5467","247","263","106.4777","401","109","21.3725","107","382","21","","","","20.9804","74.902","4.1176","33.5079","5.4974","28.0105","19.6262","509.5238","","","6.25","8160","1744","","","","","","","226","116","168","44.3137","22.7451","32.9412","MULTIPOLYGON (((28.056614832807032 -14.356858195604197, 28.058799809691397 -14.357478878946486, 28.059501917745294 -14.355052753901356, 28.057316920647555 -14.354432120933755, 28.056614832807032 -14.356858195604197)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_303c","2016","35015","GRID_250","250mN094375E191700","ES704","ES704A0","ES704A03","35015","747","34.6928","34.7073","386","361","93.5233","618","129","17.2691","117","601","29","","","","15.6627","80.4552","3.8822","24.2928","4.8253","19.4676","24.7863","403.4483","","","6.25","11952","2064","","","","","","","415","165","167","55.5556","22.0884","22.3561","MULTIPOLYGON (((28.057316920647555 -14.354432120933755, 28.059501917745294 -14.355052753901356, 28.06020395749499 -14.352626598919912, 28.058018940185335 -14.352006016330845, 28.057316920647555 -14.354432120933755)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_303d","2016","35015","GRID_250","250mN094375E191875","ES704","ES704A0","ES704A03","35015","86","34.4419","34.456","43","43","100","58","28","32.5581","","70","","","","","","81.3953","","","","","","","","","6.25","1376","448","","","","","","","25","21","40","29.0698","24.4186","46.5116","MULTIPOLYGON (((28.062229622983082 -14.337448760216535, 28.064414761533794 -14.33806904045324, 28.06511632311845 -14.335642675959956, 28.06293116436598 -14.335022446128843, 28.062229622983082 -14.337448760216535)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_303e","2016","35015","GRID_250","250mN094375E191900","ES704","ES704A0","ES704A03","35015","11","37.9545","37.9372","6","5","83.3333","5","6","54.5455","","9","","","","","","81.8182","","","","","","","","","6.25","176","96","","","","","","","4","0","7","36.3636","0","63.6364","MULTIPOLYGON (((28.06293116436598 -14.335022446128843, 28.06511632311845 -14.335642675959956, 28.0658178163887 -14.333216281542493, 28.06363263743593 -14.332596102120824, 28.06293116436598 -14.335022446128843)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_303f","2016","35015","GRID_250","250mN094400E191675","ES704","ES704A0","ES704A03","35015","432","30.9954","31.0024","216","216","100","363","69","15.9722","113","309","10","","","","26.1574","71.5278","2.3148","39.8058","3.2362","36.5696","8.8496","1130","","","6.25","6912","1104","","","","","","","227","95","110","52.5463","21.9907","25.463","MULTIPOLYGON (((28.058799809691397 -14.357478878946486, 28.060984768517184 -14.358099612669069, 28.061686896786085 -14.355673437245931, 28.059501917745294 -14.355052753901356, 28.058799809691397 -14.357478878946486)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3040","2016","35015","GRID_250","250mN094400E191700","ES704","ES704A0","ES704A03","35015","462","33.4589","33.4539","237","225","94.9367","356","106","22.9437","84","365","13","","","","18.1818","79.0043","2.8139","26.5753","3.5616","23.0137","15.4762","646.1538","","","6.25","7392","1696","","","","","","","219","107","136","47.4026","23.1602","29.4372","MULTIPOLYGON (((28.059501917745294 -14.355052753901356, 28.061686896786085 -14.355673437245931, 28.062388956749338 -14.35324723188261, 28.06020395749499 -14.352626598919912, 28.059501917745294 -14.355052753901356)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3041","2016","35015","GRID_250","250mN094400E192250","ES704","ES704A0","ES704A03","35015","17","31.2647","31.2281","11","6","54.5455","6","11","64.7059","","15","","","","","","88.2353","","","","","","","","","6.25","272","176","","","","","","","","","13","","","76.4706","MULTIPOLYGON (((28.074931011712174 -14.301670431706219, 28.077116435116064 -14.302290005756795, 28.077816992032556 -14.29986314209355, 28.075631548447046 -14.299243618509848, 28.074931011712174 -14.301670431706219)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3042","2016","35015","GRID_250","250mN094425E191675","ES704","ES704A0","ES704A03","35015","599","30.0092","30.0248","313","286","91.3738","526","73","12.187","169","414","16","","","","28.2137","69.1152","2.6711","44.686","3.8647","40.8213","9.4675","1056.25","","","6.25","9584","1168","","","","","","","366","110","123","61.1018","18.3639","20.5342","MULTIPOLYGON (((28.060984768517184 -14.358099612669069, 28.063169709284477 -14.358720396776508, 28.063871857770017 -14.356294170972024, 28.061686896786085 -14.355673437245931, 28.060984768517184 -14.358099612669069)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3043","2016","35015","GRID_250","250mN094425E191700","ES704","ES704A0","ES704A03","35015","221","33.8529","33.8749","117","104","88.8889","182","39","17.6471","44","173","4","","","","19.9095","78.2805","1.81","27.7457","2.3121","25.4335","9.0909","1100","","","6.25","3536","624","","","","","","","107","61","53","48.4163","27.6018","23.9819","MULTIPOLYGON (((28.061686896786085 -14.355673437245931, 28.063871857770017 -14.356294170972024, 28.06457393794846 -14.35386791522347, 28.062388956749338 -14.35324723188261, 28.061686896786085 -14.355673437245931)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3044","2016","35015","GRID_250","250mN094425E192175","ES704","ES704A0","ES704A03","35015","244","32.832","32.8158","114","130","114.0351","66","178","72.9508","5","235","4","","","","2.0492","96.3115","1.6393","3.8298","1.7021","2.1277","80","125","","","6.25","3904","2848","","","","","","","14","44","186","5.7377","18.0328","76.2295","MULTIPOLYGON (((28.07501435436948 -14.309570417300005, 28.077199699194004 -14.31019019304597, 28.077900481295377 -14.307763368648875, 28.075715116283256 -14.30714364336155, 28.07501435436948 -14.309570417300005)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3045","2016","35015","GRID_250","250mN094425E192250","ES704","ES704A0","ES704A03","35015","347","36.8141","36.8336","169","178","105.3254","206","141","40.634","58","271","18","","","","16.7147","78.098","5.1873","28.0443","6.6421","21.4022","31.0345","322.2222","","","6.25","5552","2256","","","","","","","86","102","159","24.7839","29.3948","45.8213","MULTIPOLYGON (((28.077116435116064 -14.302290005756795, 28.079301840499088 -14.30290963011525, 28.080002417598838 -14.300482715981765, 28.077816992032556 -14.29986314209355, 28.077116435116064 -14.302290005756795)))"
