"geocode","etiqueta","granularidad","gcd_isla","gcd_municipio","superficie","utm_x","utm_y","longitud","latitud"
"250mN094900E190975","250mN094900E190975","GRID_250","ES704","35015","6.25","555317.97","3106662.27","-14.436949","28.084242"
"250mN094900E191000","250mN094900E191000","GRID_250","ES704","35015","6.25","555555.99","3106741.41","-14.434523","28.084946"
"250mN094900E191025","250mN094900E191025","GRID_250","ES704","35015","6.25","555794.01","3106820.55","-14.432096","28.08565"
"250mN094900E191050","250mN094900E191050","GRID_250","ES704","35015","6.25","556032.04","3106899.68","-14.42967","28.086355"
"250mN094900E191075","250mN094900E191075","GRID_250","ES704","35015","6.25","556270.06","3106978.81","-14.427244","28.087059"
"250mN094900E191100","250mN094900E191100","GRID_250","ES704","35015","6.25","556508.08","3107057.94","-14.424817","28.087763"
"250mN094900E191125","250mN094900E191125","GRID_250","ES704","35015","6.25","556746.1","3107137.06","-14.422391","28.088467"
"250mN094900E191150","250mN094900E191150","GRID_250","ES704","35015","6.25","556984.12","3107216.18","-14.419964","28.089171"
"250mN094900E191175","250mN094900E191175","GRID_250","ES704","35015","6.25","557222.14","3107295.3","-14.417538","28.089875"
"250mN094900E191200","250mN094900E191200","GRID_250","ES704","35015","6.25","557460.16","3107374.42","-14.415111","28.090579"
"250mN094900E191225","250mN094900E191225","GRID_250","ES704","35015","6.25","557698.18","3107453.53","-14.412684","28.091283"
"250mN094900E191250","250mN094900E191250","GRID_250","ES704","35015","6.25","557936.2","3107532.64","-14.410258","28.091986"
"250mN094900E191275","250mN094900E191275","GRID_250","ES704","35015","6.25","558174.22","3107611.75","-14.407831","28.09269"
"250mN094900E191300","250mN094900E191300","GRID_250","ES704","35015","6.25","558412.24","3107690.86","-14.405404","28.093394"
"250mN094900E191325","250mN094900E191325","GRID_250","ES704","35015","6.25","558650.26","3107769.96","-14.402978","28.094097"
"250mN094900E191350","250mN094900E191350","GRID_250","ES704","35015","6.25","558888.28","3107849.06","-14.400551","28.094801"
"250mN094900E191375","250mN094900E191375","GRID_250","ES704","35015","6.25","559126.3","3107928.16","-14.398124","28.095504"
"250mN094900E191400","250mN094900E191400","GRID_250","ES704","35015","6.25","559364.32","3108007.25","-14.395697","28.096207"
"250mN094900E191425","250mN094900E191425","GRID_250","ES704","35015","6.25","559602.34","3108086.34","-14.393271","28.09691"
"250mN094900E191450","250mN094900E191450","GRID_250","ES704","35015","6.25","559840.36","3108165.43","-14.390844","28.097614"
"250mN094900E191475","250mN094900E191475","GRID_250","ES704","35015","6.25","560078.38","3108244.52","-14.388417","28.098317"
"250mN094900E191500","250mN094900E191500","GRID_250","ES704","35015","6.25","560316.4","3108323.6","-14.38599","28.09902"
"250mN094900E191525","250mN094900E191525","GRID_250","ES704","35015","6.25","560554.42","3108402.68","-14.383563","28.099723"
"250mN094900E191550","250mN094900E191550","GRID_250","ES704","35015","6.25","560792.44","3108481.76","-14.381136","28.100426"
"250mN094900E191575","250mN094900E191575","GRID_250","ES704","35015","6.25","561030.46","3108560.84","-14.378709","28.101128"
"250mN094900E191600","250mN094900E191600","GRID_250","ES704","35015","6.25","561268.48","3108639.91","-14.376282","28.101831"
"250mN094900E191625","250mN094900E191625","GRID_250","ES704","35015","6.25","561506.5","3108718.98","-14.373855","28.102534"
"250mN094900E191650","250mN094900E191650","GRID_250","ES704","35015","6.25","561744.52","3108798.05","-14.371428","28.103237"
"250mN094900E191675","250mN094900E191675","GRID_250","ES704","35015","6.25","561982.54","3108877.11","-14.369","28.103939"
"250mN094900E191700","250mN094900E191700","GRID_250","ES704","35015","6.25","562220.56","3108956.17","-14.366573","28.104642"
"250mN094900E191725","250mN094900E191725","GRID_250","ES704","35015","6.25","562458.58","3109035.23","-14.364146","28.105344"
"250mN094900E191750","250mN094900E191750","GRID_250","ES704","35015","6.25","562696.6","3109114.29","-14.361719","28.106046"
"250mN094900E191775","250mN094900E191775","GRID_250","ES704","35015","6.25","562934.62","3109193.34","-14.359292","28.106749"
"250mN094900E191800","250mN094900E191800","GRID_250","ES704","35015","6.25","563172.64","3109272.39","-14.356864","28.107451"
"250mN094900E191825","250mN094900E191825","GRID_250","ES704","35015","6.25","563410.65","3109351.44","-14.354437","28.108153"
"250mN094900E191850","250mN094900E191850","GRID_250","ES704","35015","6.25","563648.67","3109430.48","-14.35201","28.108855"
"250mN094900E191875","250mN094900E191875","GRID_250","ES704","35015","6.25","563886.69","3109509.53","-14.349582","28.109557"
"250mN094900E191900","250mN094900E191900","GRID_250","ES704","35015","6.25","564124.71","3109588.56","-14.347155","28.110259"
"250mN094900E191925","250mN094900E191925","GRID_250","ES704","35015","6.25","564362.73","3109667.6","-14.344727","28.110961"
"250mN094900E191950","250mN094900E191950","GRID_250","ES704","35015","6.25","564600.75","3109746.64","-14.3423","28.111663"
"250mN094900E191975","250mN094900E191975","GRID_250","ES704","35015","6.25","564838.77","3109825.67","-14.339872","28.112364"
"250mN094900E192000","250mN094900E192000","GRID_250","ES704","35015","6.25","565076.79","3109904.7","-14.337445","28.113066"
"250mN094900E192025","250mN094900E192025","GRID_250","ES704","35015","6.25","565314.8","3109983.72","-14.335017","28.113768"
"250mN094900E192050","250mN094900E192050","GRID_250","ES704","35015","6.25","565552.82","3110062.74","-14.33259","28.114469"
"250mN094900E192075","250mN094900E192075","GRID_250","ES704","35015","6.25","565790.84","3110141.76","-14.330162","28.115171"
"250mN094900E192100","250mN094900E192100","GRID_250","ES704","35015","6.25","566028.86","3110220.78","-14.327734","28.115872"
"250mN094900E192125","250mN094900E192125","GRID_250","ES704","35015","6.25","566266.88","3110299.8","-14.325307","28.116573"
"250mN094900E192150","250mN094900E192150","GRID_250","ES704","35015","6.25","566504.9","3110378.81","-14.322879","28.117275"
"250mN094900E192175","250mN094900E192175","GRID_250","ES704","35015","6.25","566742.91","3110457.82","-14.320451","28.117976"
"250mN094900E192200","250mN094900E192200","GRID_250","ES704","35015","6.25","566980.93","3110536.82","-14.318023","28.118677"
"250mN094900E192225","250mN094900E192225","GRID_250","ES704","35015","6.25","567218.95","3110615.83","-14.315596","28.119378"
"250mN094900E192250","250mN094900E192250","GRID_250","ES704","35015","6.25","567456.97","3110694.83","-14.313168","28.120079"
"250mN094900E192275","250mN094900E192275","GRID_250","ES704","35015","6.25","567694.99","3110773.83","-14.31074","28.12078"
"250mN094900E192300","250mN094900E192300","GRID_250","ES704","35015","6.25","567933","3110852.82","-14.308312","28.121481"
"250mN094900E192325","250mN094900E192325","GRID_250","ES704","35015","6.25","568171.02","3110931.82","-14.305884","28.122182"
"250mN094900E192350","250mN094900E192350","GRID_250","ES704","35015","6.25","568409.04","3111010.81","-14.303456","28.122882"
"250mN094900E192375","250mN094900E192375","GRID_250","ES704","35015","6.25","568647.06","3111089.79","-14.301028","28.123583"
"250mN094900E192400","250mN094900E192400","GRID_250","ES704","35015","6.25","568885.07","3111168.78","-14.2986","28.124284"
"250mN094900E192425","250mN094900E192425","GRID_250","ES704","35015","6.25","569123.09","3111247.76","-14.296172","28.124984"
"250mN094900E192450","250mN094900E192450","GRID_250","ES704","35015","6.25","569361.11","3111326.74","-14.293744","28.125684"
"250mN094900E192475","250mN094900E192475","GRID_250","ES704","35015","6.25","569599.13","3111405.72","-14.291316","28.126385"
"250mN094900E192500","250mN094900E192500","GRID_250","ES704","35015","6.25","569837.14","3111484.69","-14.288888","28.127085"
"250mN094900E192525","250mN094900E192525","GRID_250","ES704","35015","6.25","570075.16","3111563.66","-14.28646","28.127785"
"250mN094900E192550","250mN094900E192550","GRID_250","ES704","35015","6.25","570313.18","3111642.63","-14.284032","28.128486"
"250mN094900E192575","250mN094900E192575","GRID_250","ES704","35015","6.25","570551.19","3111721.59","-14.281603","28.129186"
"250mN094900E192600","250mN094900E192600","GRID_250","ES704","35015","6.25","570789.21","3111800.56","-14.279175","28.129886"
"250mN094900E192625","250mN094900E192625","GRID_250","ES704","35015","6.25","571027.23","3111879.52","-14.276747","28.130586"
"250mN094900E192650","250mN094900E192650","GRID_250","ES704","35015","6.25","571265.25","3111958.47","-14.274318","28.131286"
"250mN094900E192675","250mN094900E192675","GRID_250","ES704","35015","6.25","571503.26","3112037.43","-14.27189","28.131985"
"250mN094900E192700","250mN094900E192700","GRID_250","ES704","35015","6.25","571741.28","3112116.38","-14.269462","28.132685"
"250mN094900E192725","250mN094900E192725","GRID_250","ES704","35015","6.25","571979.3","3112195.33","-14.267033","28.133385"
"250mN094900E192750","250mN094900E192750","GRID_250","ES704","35015","6.25","572217.31","3112274.28","-14.264605","28.134084"
"250mN094900E192775","250mN094900E192775","GRID_250","ES704","35015","6.25","572455.33","3112353.22","-14.262176","28.134784"
"250mN094900E192800","250mN094900E192800","GRID_250","ES704","35015","6.25","572693.35","3112432.16","-14.259748","28.135483"
"250mN094900E192825","250mN094900E192825","GRID_250","ES704","35015","6.25","572931.36","3112511.1","-14.257319","28.136183"
"250mN094900E192850","250mN094900E192850","GRID_250","ES704","35015","6.25","573169.38","3112590.03","-14.254891","28.136882"
"250mN094900E192875","250mN094900E192875","GRID_250","ES704","35015","6.25","573407.4","3112668.97","-14.252462","28.137581"
"250mN094900E192900","250mN094900E192900","GRID_250","ES704","35015","6.25","573645.41","3112747.9","-14.250034","28.138281"
"250mN094900E192925","250mN094900E192925","GRID_250","ES704","35015","6.25","573883.43","3112826.82","-14.247605","28.13898"
"250mN094900E192950","250mN094900E192950","GRID_250","ES704","35015","6.25","574121.45","3112905.75","-14.245176","28.139679"
"250mN094900E192975","250mN094900E192975","GRID_250","ES704","35015","6.25","574359.46","3112984.67","-14.242748","28.140378"
"250mN094900E193000","250mN094900E193000","GRID_250","ES704","35015","6.25","574597.48","3113063.59","-14.240319","28.141077"
"250mN094900E193025","250mN094900E193025","GRID_250","ES704","35015","5.081","574806.05","3113121.38","-14.238191","28.141587"
"250mN094900E193050","250mN094900E193050","GRID_250","ES704","35015","0.1529","574940.59","3113263.05","-14.236812","28.142858"
"250mN094925E190250","250mN094925E190250","GRID_250","ES704","35015","2.8339","548383.42","3104663.35","-14.507612","28.066469"
"250mN094925E190275","250mN094925E190275","GRID_250","ES704","35015","2.4794","548512.66","3104678.77","-14.506296","28.066604"
"250mN094925E190600","250mN094925E190600","GRID_250","ES704","35015","0.2156","551753.67","3105862.88","-14.473262","28.07717"
"250mN094925E190625","250mN094925E190625","GRID_250","ES704","35015","3.209","551908.64","3105852.58","-14.471685","28.077071"
"250mN094925E190650","250mN094925E190650","GRID_250","ES704","35015","5.7956","552161.34","3105874.87","-14.469112","28.077262"
"250mN094925E190675","250mN094925E190675","GRID_250","ES704","35015","6.25","552399.36","3105954.05","-14.466686","28.077967"
"250mN094925E190700","250mN094925E190700","GRID_250","ES704","35015","6.25","552637.39","3106033.22","-14.46426","28.078673"
"250mN094925E190725","250mN094925E190725","GRID_250","ES704","35015","6.25","552875.41","3106112.39","-14.461834","28.079378"
"250mN094925E190750","250mN094925E190750","GRID_250","ES704","35015","6.25","553113.43","3106191.55","-14.459408","28.080083"
"250mN094925E190775","250mN094925E190775","GRID_250","ES704","35015","6.25","553351.45","3106270.72","-14.456982","28.080788"
"250mN094925E190800","250mN094925E190800","GRID_250","ES704","35015","6.25","553589.48","3106349.88","-14.454556","28.081493"
"250mN094925E190825","250mN094925E190825","GRID_250","ES704","35015","6.25","553827.5","3106429.04","-14.45213","28.082198"
"250mN094925E190850","250mN094925E190850","GRID_250","ES704","35015","6.25","554065.52","3106508.2","-14.449704","28.082903"
"250mN094925E190875","250mN094925E190875","GRID_250","ES704","35015","6.25","554303.54","3106587.35","-14.447277","28.083607"
"250mN094925E190900","250mN094925E190900","GRID_250","ES704","35015","6.25","554541.56","3106666.5","-14.444851","28.084312"
"250mN094925E190925","250mN094925E190925","GRID_250","ES704","35015","6.25","554779.59","3106745.65","-14.442425","28.085017"
"250mN094925E190950","250mN094925E190950","GRID_250","ES704","35015","6.25","555017.61","3106824.79","-14.439999","28.085721"
"250mN094925E190975","250mN094925E190975","GRID_250","ES704","35015","6.25","555255.63","3106903.94","-14.437572","28.086426"
"250mN094925E191000","250mN094925E191000","GRID_250","ES704","35015","6.25","555493.65","3106983.08","-14.435146","28.08713"
"250mN094925E191025","250mN094925E191025","GRID_250","ES704","35015","6.25","555731.67","3107062.21","-14.432719","28.087834"
"250mN094925E191050","250mN094925E191050","GRID_250","ES704","35015","6.25","555969.7","3107141.35","-14.430293","28.088539"
"250mN094925E191075","250mN094925E191075","GRID_250","ES704","35015","6.25","556207.72","3107220.48","-14.427867","28.089243"
"250mN094925E191100","250mN094925E191100","GRID_250","ES704","35015","6.25","556445.74","3107299.61","-14.42544","28.089947"
"250mN094925E191125","250mN094925E191125","GRID_250","ES704","35015","6.25","556683.76","3107378.73","-14.423013","28.090651"
"250mN094925E191150","250mN094925E191150","GRID_250","ES704","35015","6.25","556921.78","3107457.86","-14.420587","28.091355"
"250mN094925E191175","250mN094925E191175","GRID_250","ES704","35015","6.25","557159.8","3107536.98","-14.41816","28.092059"
"250mN094925E191200","250mN094925E191200","GRID_250","ES704","35015","6.25","557397.82","3107616.09","-14.415734","28.092763"
"250mN094925E191225","250mN094925E191225","GRID_250","ES704","35015","6.25","557635.84","3107695.21","-14.413307","28.093467"
"250mN094925E191250","250mN094925E191250","GRID_250","ES704","35015","6.25","557873.87","3107774.32","-14.41088","28.094171"
"250mN094925E191275","250mN094925E191275","GRID_250","ES704","35015","6.25","558111.89","3107853.43","-14.408454","28.094874"
"250mN094925E191300","250mN094925E191300","GRID_250","ES704","35015","6.25","558349.91","3107932.54","-14.406027","28.095578"
"250mN094925E191325","250mN094925E191325","GRID_250","ES704","35015","6.25","558587.93","3108011.64","-14.4036","28.096281"
"250mN094925E191350","250mN094925E191350","GRID_250","ES704","35015","6.25","558825.95","3108090.74","-14.401173","28.096985"
"250mN094925E191375","250mN094925E191375","GRID_250","ES704","35015","6.25","559063.97","3108169.84","-14.398747","28.097688"
"250mN094925E191400","250mN094925E191400","GRID_250","ES704","35015","6.25","559301.99","3108248.93","-14.39632","28.098392"
"250mN094925E191425","250mN094925E191425","GRID_250","ES704","35015","6.25","559540.01","3108328.03","-14.393893","28.099095"
"250mN094925E191450","250mN094925E191450","GRID_250","ES704","35015","6.25","559778.03","3108407.12","-14.391466","28.099798"
"250mN094925E191475","250mN094925E191475","GRID_250","ES704","35015","6.25","560016.05","3108486.2","-14.389039","28.100501"
"250mN094925E191500","250mN094925E191500","GRID_250","ES704","35015","6.25","560254.07","3108565.29","-14.386612","28.101204"
"250mN094925E191525","250mN094925E191525","GRID_250","ES704","35015","6.25","560492.09","3108644.37","-14.384185","28.101907"
"250mN094925E191550","250mN094925E191550","GRID_250","ES704","35015","6.25","560730.11","3108723.45","-14.381758","28.10261"
"250mN094925E191575","250mN094925E191575","GRID_250","ES704","35015","6.25","560968.13","3108802.53","-14.379331","28.103313"
"250mN094925E191600","250mN094925E191600","GRID_250","ES704","35015","6.25","561206.15","3108881.6","-14.376904","28.104016"
"250mN094925E191625","250mN094925E191625","GRID_250","ES704","35015","6.25","561444.17","3108960.67","-14.374477","28.104718"
"250mN094925E191650","250mN094925E191650","GRID_250","ES704","35015","6.25","561682.19","3109039.74","-14.372049","28.105421"
"250mN094925E191675","250mN094925E191675","GRID_250","ES704","35015","6.25","561920.21","3109118.8","-14.369622","28.106124"
"250mN094925E191700","250mN094925E191700","GRID_250","ES704","35015","6.25","562158.23","3109197.87","-14.367195","28.106826"
"250mN094925E191725","250mN094925E191725","GRID_250","ES704","35015","6.25","562396.25","3109276.93","-14.364768","28.107529"
"250mN094925E191750","250mN094925E191750","GRID_250","ES704","35015","6.25","562634.27","3109355.98","-14.36234","28.108231"
"250mN094925E191775","250mN094925E191775","GRID_250","ES704","35015","6.25","562872.29","3109435.04","-14.359913","28.108933"
"250mN094925E191800","250mN094925E191800","GRID_250","ES704","35015","6.25","563110.31","3109514.09","-14.357486","28.109636"
"250mN094925E191825","250mN094925E191825","GRID_250","ES704","35015","6.25","563348.33","3109593.14","-14.355058","28.110338"
"250mN094925E191850","250mN094925E191850","GRID_250","ES704","35015","6.25","563586.35","3109672.19","-14.352631","28.11104"
"250mN094925E191875","250mN094925E191875","GRID_250","ES704","35015","6.25","563824.37","3109751.23","-14.350204","28.111742"
"250mN094925E191900","250mN094925E191900","GRID_250","ES704","35015","6.25","564062.39","3109830.27","-14.347776","28.112444"
"250mN094925E191925","250mN094925E191925","GRID_250","ES704","35015","6.25","564300.41","3109909.31","-14.345349","28.113146"
"250mN094925E191950","250mN094925E191950","GRID_250","ES704","35015","6.25","564538.42","3109988.34","-14.342921","28.113848"
"250mN094925E191975","250mN094925E191975","GRID_250","ES704","35015","6.25","564776.44","3110067.37","-14.340494","28.114549"
"250mN094925E192000","250mN094925E192000","GRID_250","ES704","35015","6.25","565014.46","3110146.4","-14.338066","28.115251"
"250mN094925E192025","250mN094925E192025","GRID_250","ES704","35015","6.25","565252.48","3110225.43","-14.335638","28.115953"
"250mN094925E192050","250mN094925E192050","GRID_250","ES704","35015","6.25","565490.5","3110304.46","-14.333211","28.116654"
"250mN094925E192075","250mN094925E192075","GRID_250","ES704","35015","6.25","565728.52","3110383.48","-14.330783","28.117356"
"250mN094925E192100","250mN094925E192100","GRID_250","ES704","35015","6.25","565966.54","3110462.5","-14.328355","28.118057"
"250mN094925E192125","250mN094925E192125","GRID_250","ES704","35015","6.25","566204.56","3110541.51","-14.325928","28.118758"
"250mN094925E192150","250mN094925E192150","GRID_250","ES704","35015","6.25","566442.58","3110620.52","-14.3235","28.11946"
"250mN094925E192175","250mN094925E192175","GRID_250","ES704","35015","6.25","566680.59","3110699.54","-14.321072","28.120161"
"250mN094925E192200","250mN094925E192200","GRID_250","ES704","35015","6.25","566918.61","3110778.54","-14.318644","28.120862"
"250mN094925E192225","250mN094925E192225","GRID_250","ES704","35015","6.25","567156.63","3110857.55","-14.316216","28.121563"
"250mN094925E192250","250mN094925E192250","GRID_250","ES704","35015","6.25","567394.65","3110936.55","-14.313788","28.122264"
"250mN094925E192275","250mN094925E192275","GRID_250","ES704","35015","6.25","567632.67","3111015.55","-14.311361","28.122965"
"250mN094925E192300","250mN094925E192300","GRID_250","ES704","35015","6.25","567870.69","3111094.55","-14.308933","28.123666"
"250mN094925E192325","250mN094925E192325","GRID_250","ES704","35015","6.25","568108.7","3111173.54","-14.306505","28.124367"
"250mN094925E192350","250mN094925E192350","GRID_250","ES704","35015","6.25","568346.72","3111252.53","-14.304077","28.125067"
"250mN094925E192375","250mN094925E192375","GRID_250","ES704","35015","6.25","568584.74","3111331.52","-14.301649","28.125768"
"250mN094925E192400","250mN094925E192400","GRID_250","ES704","35015","6.25","568822.76","3111410.51","-14.29922","28.126469"
"250mN094925E192425","250mN094925E192425","GRID_250","ES704","35015","6.25","569060.78","3111489.49","-14.296792","28.127169"
"250mN094925E192450","250mN094925E192450","GRID_250","ES704","35015","6.25","569298.79","3111568.47","-14.294364","28.12787"
"250mN094925E192475","250mN094925E192475","GRID_250","ES704","35015","6.25","569536.81","3111647.45","-14.291936","28.12857"
"250mN094925E192500","250mN094925E192500","GRID_250","ES704","35015","6.25","569774.83","3111726.42","-14.289508","28.12927"
"250mN094925E192525","250mN094925E192525","GRID_250","ES704","35015","6.25","570012.85","3111805.39","-14.28708","28.129971"
"250mN094925E192550","250mN094925E192550","GRID_250","ES704","35015","6.25","570250.87","3111884.36","-14.284651","28.130671"
"250mN094925E192575","250mN094925E192575","GRID_250","ES704","35015","6.25","570488.88","3111963.33","-14.282223","28.131371"
"250mN094925E192600","250mN094925E192600","GRID_250","ES704","35015","6.25","570726.9","3112042.29","-14.279795","28.132071"
"250mN094925E192625","250mN094925E192625","GRID_250","ES704","35015","6.25","570964.92","3112121.25","-14.277367","28.132771"
"250mN094925E192650","250mN094925E192650","GRID_250","ES704","35015","6.25","571202.94","3112200.21","-14.274938","28.133471"
"250mN094925E192675","250mN094925E192675","GRID_250","ES704","35015","6.25","571440.95","3112279.17","-14.27251","28.134171"
"250mN094925E192700","250mN094925E192700","GRID_250","ES704","35015","6.25","571678.97","3112358.12","-14.270081","28.134871"
"250mN094925E192725","250mN094925E192725","GRID_250","ES704","35015","6.25","571916.99","3112437.07","-14.267653","28.13557"
"250mN094925E192750","250mN094925E192750","GRID_250","ES704","35015","6.25","572155","3112516.02","-14.265224","28.13627"
"250mN094925E192775","250mN094925E192775","GRID_250","ES704","35015","6.25","572393.02","3112594.96","-14.262796","28.136969"
"250mN094925E192800","250mN094925E192800","GRID_250","ES704","35015","6.25","572631.04","3112673.91","-14.260367","28.137669"
"250mN094925E192825","250mN094925E192825","GRID_250","ES704","35015","6.25","572869.06","3112752.85","-14.257939","28.138368"
"250mN094925E192850","250mN094925E192850","GRID_250","ES704","35015","6.25","573107.07","3112831.78","-14.25551","28.139068"
"250mN094925E192875","250mN094925E192875","GRID_250","ES704","35015","6.25","573345.09","3112910.72","-14.253082","28.139767"
"250mN094925E192900","250mN094925E192900","GRID_250","ES704","35015","6.25","573583.11","3112989.65","-14.250653","28.140466"
"250mN094925E192925","250mN094925E192925","GRID_250","ES704","35015","6.25","573821.12","3113068.58","-14.248224","28.141165"
"250mN094925E192950","250mN094925E192950","GRID_250","ES704","35015","6.25","574059.14","3113147.5","-14.245796","28.141865"
"250mN094925E192975","250mN094925E192975","GRID_250","ES704","35015","6.25","574297.16","3113226.42","-14.243367","28.142564"
"250mN094925E193000","250mN094925E193000","GRID_250","ES704","35015","6.25","574535.18","3113305.34","-14.240938","28.143262"
"250mN094925E193025","250mN094925E193025","GRID_250","ES704","35015","6.25","574773.19","3113384.26","-14.238509","28.143961"
"250mN094925E193050","250mN094925E193050","GRID_250","ES704","35015","4.7806","574984.19","3113452.58","-14.236356","28.144566"
"250mN094925E193075","250mN094925E193075","GRID_250","ES704","35015","1.6462","575169.83","3113585.89","-14.234457","28.145759"
"250mN094950E190225","250mN094950E190225","GRID_250","ES704","35015","0.0982","548158.35","3104841.7","-14.509895","28.068087"
"250mN094950E190250","250mN094950E190250","GRID_250","ES704","35015","5.773","548292.26","3104842.91","-14.508532","28.068093"
"250mN094950E190275","250mN094950E190275","GRID_250","ES704","35015","6.2451","548527.21","3104934.03","-14.506138","28.068907"
"250mN094950E190300","250mN094950E190300","GRID_250","ES704","35015","1.4741","548673.8","3105009.38","-14.504643","28.069582"
"250mN094950E190425","250mN094950E190425","GRID_250","ES704","35015","0.2278","549999.07","3105537.82","-14.491133","28.074303"
"250mN094950E190450","250mN094950E190450","GRID_250","ES704","35015","0.2595","550104.19","3105579.31","-14.490062","28.074673"
"250mN094950E190475","250mN094950E190475","GRID_250","ES704","35015","0.027","550289.74","3105636.82","-14.488171","28.075186"
"250mN094950E190500","250mN094950E190500","GRID_250","ES704","35015","0.3898","550730","3105781.11","-14.483684","28.076471"
"250mN094950E190525","250mN094950E190525","GRID_250","ES704","35015","0.4404","550799.3","3105788.41","-14.482978","28.076535"
"250mN094950E190550","250mN094950E190550","GRID_250","ES704","35015","0.2736","551211.45","3105943.39","-14.478777","28.077918"
"250mN094950E190575","250mN094950E190575","GRID_250","ES704","35015","2.3098","551367.8","3105945.33","-14.477186","28.077929"
"250mN094950E190600","250mN094950E190600","GRID_250","ES704","35015","5.5944","551622.94","3105958.15","-14.474588","28.078035"
"250mN094950E190625","250mN094950E190625","GRID_250","ES704","35015","6.25","551860.97","3106037.34","-14.472162","28.07874"
"250mN094950E190650","250mN094950E190650","GRID_250","ES704","35015","6.25","552098.99","3106116.52","-14.469736","28.079446"
"250mN094950E190675","250mN094950E190675","GRID_250","ES704","35015","6.25","552337.01","3106195.69","-14.46731","28.080151"
"250mN094950E190700","250mN094950E190700","GRID_250","ES704","35015","6.25","552575.04","3106274.87","-14.464884","28.080856"
"250mN094950E190725","250mN094950E190725","GRID_250","ES704","35015","6.25","552813.06","3106354.04","-14.462458","28.081562"
"250mN094950E190750","250mN094950E190750","GRID_250","ES704","35015","6.25","553051.08","3106433.21","-14.460032","28.082267"
"250mN094950E190775","250mN094950E190775","GRID_250","ES704","35015","6.25","553289.11","3106512.37","-14.457606","28.082972"
"250mN094950E190800","250mN094950E190800","GRID_250","ES704","35015","6.25","553527.13","3106591.53","-14.45518","28.083677"
"250mN094950E190825","250mN094950E190825","GRID_250","ES704","35015","6.25","553765.15","3106670.69","-14.452753","28.084382"
"250mN094950E190850","250mN094950E190850","GRID_250","ES704","35015","6.25","554003.17","3106749.85","-14.450327","28.085086"
"250mN094950E190875","250mN094950E190875","GRID_250","ES704","35015","6.25","554241.2","3106829.01","-14.447901","28.085791"
"250mN094950E190900","250mN094950E190900","GRID_250","ES704","35015","6.25","554479.22","3106908.16","-14.445475","28.086496"
"250mN094950E190925","250mN094950E190925","GRID_250","ES704","35015","6.25","554717.24","3106987.31","-14.443048","28.087201"
"250mN094950E190950","250mN094950E190950","GRID_250","ES704","35015","6.25","554955.26","3107066.45","-14.440622","28.087905"
"250mN094950E190975","250mN094950E190975","GRID_250","ES704","35015","6.25","555193.29","3107145.6","-14.438195","28.08861"
"250mN094950E191000","250mN094950E191000","GRID_250","ES704","35015","6.25","555431.31","3107224.74","-14.435769","28.089314"
"250mN094950E191025","250mN094950E191025","GRID_250","ES704","35015","6.25","555669.33","3107303.88","-14.433343","28.090019"
"250mN094950E191050","250mN094950E191050","GRID_250","ES704","35015","6.25","555907.35","3107383.01","-14.430916","28.090723"
"250mN094950E191075","250mN094950E191075","GRID_250","ES704","35015","6.25","556145.37","3107462.14","-14.42849","28.091427"
"250mN094950E191100","250mN094950E191100","GRID_250","ES704","35015","6.25","556383.4","3107541.27","-14.426063","28.092131"
"250mN094950E191125","250mN094950E191125","GRID_250","ES704","35015","6.25","556621.42","3107620.4","-14.423636","28.092835"
"250mN094950E191150","250mN094950E191150","GRID_250","ES704","35015","6.25","556859.44","3107699.52","-14.42121","28.093539"
"250mN094950E191175","250mN094950E191175","GRID_250","ES704","35015","6.25","557097.46","3107778.65","-14.418783","28.094243"
"250mN094950E191200","250mN094950E191200","GRID_250","ES704","35015","6.25","557335.48","3107857.76","-14.416356","28.094947"
"250mN094950E191225","250mN094950E191225","GRID_250","ES704","35015","6.25","557573.5","3107936.88","-14.41393","28.095651"
"250mN094950E191250","250mN094950E191250","GRID_250","ES704","35015","6.25","557811.53","3108015.99","-14.411503","28.096355"
"250mN094950E191275","250mN094950E191275","GRID_250","ES704","35015","6.25","558049.55","3108095.1","-14.409076","28.097059"
"250mN094950E191300","250mN094950E191300","GRID_250","ES704","35015","6.25","558287.57","3108174.21","-14.406649","28.097762"
"250mN094950E191325","250mN094950E191325","GRID_250","ES704","35015","6.25","558525.59","3108253.32","-14.404223","28.098466"
"250mN094950E191350","250mN094950E191350","GRID_250","ES704","35015","6.25","558763.61","3108332.42","-14.401796","28.099169"
"250mN094950E191375","250mN094950E191375","GRID_250","ES704","35015","6.25","559001.63","3108411.52","-14.399369","28.099873"
"250mN094950E191400","250mN094950E191400","GRID_250","ES704","35015","6.25","559239.65","3108490.62","-14.396942","28.100576"
"250mN094950E191425","250mN094950E191425","GRID_250","ES704","35015","6.25","559477.67","3108569.71","-14.394515","28.101279"
"250mN094950E191450","250mN094950E191450","GRID_250","ES704","35015","6.25","559715.69","3108648.8","-14.392088","28.101982"
"250mN094950E191475","250mN094950E191475","GRID_250","ES704","35015","6.25","559953.72","3108727.89","-14.389661","28.102686"
"250mN094950E191500","250mN094950E191500","GRID_250","ES704","35015","6.25","560191.74","3108806.97","-14.387234","28.103389"
"250mN094950E191525","250mN094950E191525","GRID_250","ES704","35015","6.25","560429.76","3108886.06","-14.384807","28.104092"
"250mN094950E191550","250mN094950E191550","GRID_250","ES704","35015","6.25","560667.78","3108965.14","-14.38238","28.104795"
