"geocode","etiqueta","granularidad","gcd_isla","gcd_municipio","superficie","utm_x","utm_y","longitud","latitud"
"250mN095325E192700","250mN095325E192700","GRID_250","ES704","35015","3.8552","570731.47","3116237.7","-14.279495","28.16994"
"250mN095325E192725","250mN095325E192725","GRID_250","ES704","35015","5.8751","570924.66","3116285.46","-14.277524","28.170361"
"250mN095325E192750","250mN095325E192750","GRID_250","ES704","35015","6.25","571157.71","3116383.68","-14.275144","28.171235"
"250mN095325E192775","250mN095325E192775","GRID_250","ES704","35015","6.25","571395.74","3116462.65","-14.272715","28.171935"
"250mN095325E192800","250mN095325E192800","GRID_250","ES704","35015","6.25","571633.76","3116541.61","-14.270286","28.172635"
"250mN095325E192825","250mN095325E192825","GRID_250","ES704","35015","6.25","571871.79","3116620.57","-14.267856","28.173334"
"250mN095325E192850","250mN095325E192850","GRID_250","ES704","35015","6.25","572109.81","3116699.52","-14.265427","28.174034"
"250mN095325E192875","250mN095325E192875","GRID_250","ES704","35015","6.25","572347.83","3116778.47","-14.262997","28.174734"
"250mN095325E192900","250mN095325E192900","GRID_250","ES704","35015","6.25","572585.86","3116857.42","-14.260568","28.175433"
"250mN095325E192925","250mN095325E192925","GRID_250","ES704","35015","6.25","572823.88","3116936.37","-14.258139","28.176133"
"250mN095325E192950","250mN095325E192950","GRID_250","ES704","35015","6.25","573061.91","3117015.31","-14.255709","28.176832"
"250mN095325E192975","250mN095325E192975","GRID_250","ES704","35015","6.25","573299.93","3117094.25","-14.253279","28.177531"
"250mN095325E193000","250mN095325E193000","GRID_250","ES704","35015","6.25","573537.96","3117173.19","-14.25085","28.178231"
"250mN095325E193025","250mN095325E193025","GRID_250","ES704","35015","6.25","573775.98","3117252.13","-14.24842","28.17893"
"250mN095325E193050","250mN095325E193050","GRID_250","ES704","35015","6.25","574014","3117331.06","-14.245991","28.179629"
"250mN095325E193075","250mN095325E193075","GRID_250","ES704","35015","6.25","574252.03","3117409.99","-14.243561","28.180328"
"250mN095325E193100","250mN095325E193100","GRID_250","ES704","35015","6.25","574490.05","3117488.92","-14.241131","28.181027"
"250mN095325E193125","250mN095325E193125","GRID_250","ES704","35015","6.25","574728.08","3117567.84","-14.238701","28.181726"
"250mN095325E193150","250mN095325E193150","GRID_250","ES704","35015","6.25","574966.1","3117646.76","-14.236272","28.182425"
"250mN095325E193175","250mN095325E193175","GRID_250","ES704","35015","6.25","575204.12","3117725.68","-14.233842","28.183124"
"250mN095325E193200","250mN095325E193200","GRID_250","ES704","35015","6.25","575442.15","3117804.6","-14.231412","28.183823"
"250mN095325E193225","250mN095325E193225","GRID_250","ES704","35015","6.25","575680.17","3117883.51","-14.228982","28.184521"
"250mN095325E193250","250mN095325E193250","GRID_250","ES704","35015","6.25","575918.19","3117962.43","-14.226552","28.18522"
"250mN095325E193275","250mN095325E193275","GRID_250","ES704","35015","6.25","576156.22","3118041.33","-14.224122","28.185918"
"250mN095325E193300","250mN095325E193300","GRID_250","ES704","35015","6.25","576394.24","3118120.24","-14.221692","28.186617"
"250mN095325E193325","250mN095325E193325","GRID_250","ES704","35015","6.25","576632.26","3118199.14","-14.219262","28.187315"
"250mN095325E193350","250mN095325E193350","GRID_250","ES704","35015","6.25","576870.29","3118278.04","-14.216832","28.188013"
"250mN095325E193375","250mN095325E193375","GRID_250","ES704","35015","6.25","577108.31","3118356.94","-14.214402","28.188712"
"250mN095325E193400","250mN095325E193400","GRID_250","ES704","35015","6.25","577346.33","3118435.84","-14.211972","28.18941"
"250mN095325E193425","250mN095325E193425","GRID_250","ES704","35015","6.25","577584.36","3118514.73","-14.209542","28.190108"
"250mN095325E193450","250mN095325E193450","GRID_250","ES704","35015","6.25","577822.38","3118593.62","-14.207112","28.190806"
"250mN095325E193475","250mN095325E193475","GRID_250","ES704","35015","6.25","578060.4","3118672.5","-14.204682","28.191504"
"250mN095325E193500","250mN095325E193500","GRID_250","ES704","35015","6.25","578298.43","3118751.39","-14.202252","28.192202"
"250mN095325E193525","250mN095325E193525","GRID_250","ES704","35015","6.25","578536.45","3118830.27","-14.199821","28.1929"
"250mN095325E193550","250mN095325E193550","GRID_250","ES704","35015","6.25","578774.47","3118909.15","-14.197391","28.193598"
"250mN095325E193575","250mN095325E193575","GRID_250","ES704","35015","6.25","579012.5","3118988.02","-14.194961","28.194295"
"250mN095325E193600","250mN095325E193600","GRID_250","ES704","35015","6.25","579250.52","3119066.9","-14.192531","28.194993"
"250mN095325E193625","250mN095325E193625","GRID_250","ES704","35015","6.25","579488.54","3119145.77","-14.1901","28.19569"
"250mN095325E193650","250mN095325E193650","GRID_250","ES704","35015","6.25","579726.57","3119224.63","-14.18767","28.196388"
"250mN095325E193675","250mN095325E193675","GRID_250","ES704","35015","6.25","579964.59","3119303.5","-14.185239","28.197085"
"250mN095325E193700","250mN095325E193700","GRID_250","ES704","35015","6.25","580202.61","3119382.36","-14.182809","28.197783"
"250mN095325E193725","250mN095325E193725","GRID_250","ES704","35015","6.25","580440.64","3119461.22","-14.180379","28.19848"
"250mN095325E193750","250mN095325E193750","GRID_250","ES704","35015","6.25","580678.66","3119540.08","-14.177948","28.199177"
"250mN095325E193775","250mN095325E193775","GRID_250","ES704","35015","6.25","580916.68","3119618.93","-14.175518","28.199874"
"250mN095325E193800","250mN095325E193800","GRID_250","ES704","35015","6.25","581154.7","3119697.78","-14.173087","28.200571"
"250mN095325E193825","250mN095325E193825","GRID_250","ES704","35015","6.25","581392.73","3119776.63","-14.170656","28.201268"
"250mN095325E193850","250mN095325E193850","GRID_250","ES704","35015","6.25","581630.75","3119855.48","-14.168226","28.201965"
"250mN095325E193875","250mN095325E193875","GRID_250","ES704","35015","6.25","581868.77","3119934.32","-14.165795","28.202662"
"250mN095325E193900","250mN095325E193900","GRID_250","ES704","35015","6.25","582106.79","3120013.16","-14.163364","28.203359"
"250mN095325E193925","250mN095325E193925","GRID_250","ES704","35015","6.25","582344.82","3120092","-14.160934","28.204056"
"250mN095325E193950","250mN095325E193950","GRID_250","ES704","35015","6.25","582582.84","3120170.83","-14.158503","28.204753"
"250mN095325E193975","250mN095325E193975","GRID_250","ES704","35015","6.25","582820.86","3120249.66","-14.156072","28.205449"
"250mN095325E194000","250mN095325E194000","GRID_250","ES704","35015","6.25","583058.89","3120328.49","-14.153641","28.206146"
"250mN095325E194025","250mN095325E194025","GRID_250","ES704","35015","6.25","583296.91","3120407.32","-14.151211","28.206842"
"250mN095325E194050","250mN095325E194050","GRID_250","ES704","35015","6.25","583534.93","3120486.14","-14.14878","28.207539"
"250mN095325E194075","250mN095325E194075","GRID_250","ES704","35015","6.25","583772.95","3120564.96","-14.146349","28.208235"
"250mN095325E194100","250mN095325E194100","GRID_250","ES704","35015","6.25","584010.97","3120643.78","-14.143918","28.208931"
"250mN095325E194125","250mN095325E194125","GRID_250","ES704","35015","6.25","584249","3120722.6","-14.141487","28.209627"
"250mN095325E194150","250mN095325E194150","GRID_250","ES704","35015","6.25","584487.02","3120801.41","-14.139056","28.210323"
"250mN095350E190525","250mN095350E190525","GRID_250","ES704","35015","1.0525","550001.88","3109520.03","-14.490935","28.110249"
"250mN095350E190550","250mN095350E190550","GRID_250","ES704","35015","0.1481","550056.67","3109553.78","-14.490376","28.110552"
"250mN095350E192725","250mN095350E192725","GRID_250","ES704","35015","0.1083","570994.27","3116484","-14.276803","28.172149"
"250mN095350E192750","250mN095350E192750","GRID_250","ES704","35015","2.1415","571142.37","3116559.53","-14.27529","28.172823"
"250mN095350E192775","250mN095350E192775","GRID_250","ES704","35015","3.9478","571377.56","3116701.12","-14.272886","28.174088"
"250mN095350E192800","250mN095350E192800","GRID_250","ES704","35015","6.2054","571574.09","3116772.93","-14.270879","28.174726"
"250mN095350E192825","250mN095350E192825","GRID_250","ES704","35015","6.25","571809.43","3116862.28","-14.268477","28.17552"
"250mN095350E192850","250mN095350E192850","GRID_250","ES704","35015","6.25","572047.46","3116941.24","-14.266047","28.176219"
"250mN095350E192875","250mN095350E192875","GRID_250","ES704","35015","6.25","572285.48","3117020.19","-14.263618","28.176919"
"250mN095350E192900","250mN095350E192900","GRID_250","ES704","35015","6.25","572523.51","3117099.14","-14.261188","28.177619"
"250mN095350E192925","250mN095350E192925","GRID_250","ES704","35015","6.25","572761.53","3117178.09","-14.258759","28.178318"
"250mN095350E192950","250mN095350E192950","GRID_250","ES704","35015","6.25","572999.56","3117257.04","-14.256329","28.179017"
"250mN095350E192975","250mN095350E192975","GRID_250","ES704","35015","6.25","573237.58","3117335.98","-14.253899","28.179717"
"250mN095350E193000","250mN095350E193000","GRID_250","ES704","35015","6.25","573475.61","3117414.92","-14.25147","28.180416"
"250mN095350E193025","250mN095350E193025","GRID_250","ES704","35015","6.25","573713.63","3117493.85","-14.24904","28.181115"
"250mN095350E193050","250mN095350E193050","GRID_250","ES704","35015","6.25","573951.66","3117572.79","-14.24661","28.181815"
"250mN095350E193075","250mN095350E193075","GRID_250","ES704","35015","6.25","574189.68","3117651.72","-14.244181","28.182514"
"250mN095350E193100","250mN095350E193100","GRID_250","ES704","35015","6.25","574427.7","3117730.65","-14.241751","28.183213"
"250mN095350E193125","250mN095350E193125","GRID_250","ES704","35015","6.25","574665.73","3117809.57","-14.239321","28.183912"
"250mN095350E193150","250mN095350E193150","GRID_250","ES704","35015","6.25","574903.75","3117888.5","-14.236891","28.18461"
"250mN095350E193175","250mN095350E193175","GRID_250","ES704","35015","6.25","575141.78","3117967.42","-14.234461","28.185309"
"250mN095350E193200","250mN095350E193200","GRID_250","ES704","35015","6.25","575379.8","3118046.34","-14.232032","28.186008"
"250mN095350E193225","250mN095350E193225","GRID_250","ES704","35015","6.25","575617.83","3118125.25","-14.229602","28.186707"
"250mN095350E193250","250mN095350E193250","GRID_250","ES704","35015","6.25","575855.85","3118204.16","-14.227172","28.187405"
"250mN095350E193275","250mN095350E193275","GRID_250","ES704","35015","6.25","576093.87","3118283.07","-14.224742","28.188104"
"250mN095350E193300","250mN095350E193300","GRID_250","ES704","35015","6.25","576331.9","3118361.98","-14.222312","28.188802"
"250mN095350E193325","250mN095350E193325","GRID_250","ES704","35015","6.25","576569.92","3118440.88","-14.219882","28.189501"
"250mN095350E193350","250mN095350E193350","GRID_250","ES704","35015","6.25","576807.95","3118519.79","-14.217452","28.190199"
"250mN095350E193375","250mN095350E193375","GRID_250","ES704","35015","6.25","577045.97","3118598.68","-14.215021","28.190897"
"250mN095350E193400","250mN095350E193400","GRID_250","ES704","35015","6.25","577283.99","3118677.58","-14.212591","28.191596"
"250mN095350E193425","250mN095350E193425","GRID_250","ES704","35015","6.25","577522.02","3118756.47","-14.210161","28.192294"
"250mN095350E193450","250mN095350E193450","GRID_250","ES704","35015","6.25","577760.04","3118835.36","-14.207731","28.192992"
"250mN095350E193475","250mN095350E193475","GRID_250","ES704","35015","6.25","577998.07","3118914.25","-14.205301","28.19369"
"250mN095350E193500","250mN095350E193500","GRID_250","ES704","35015","6.25","578236.09","3118993.14","-14.202871","28.194388"
"250mN095350E193525","250mN095350E193525","GRID_250","ES704","35015","6.25","578474.11","3119072.02","-14.20044","28.195086"
"250mN095350E193550","250mN095350E193550","GRID_250","ES704","35015","6.25","578712.14","3119150.9","-14.19801","28.195783"
"250mN095350E193575","250mN095350E193575","GRID_250","ES704","35015","6.25","578950.16","3119229.77","-14.19558","28.196481"
"250mN095350E193600","250mN095350E193600","GRID_250","ES704","35015","6.25","579188.18","3119308.65","-14.193149","28.197179"
"250mN095350E193625","250mN095350E193625","GRID_250","ES704","35015","6.25","579426.21","3119387.52","-14.190719","28.197876"
"250mN095350E193650","250mN095350E193650","GRID_250","ES704","35015","6.25","579664.23","3119466.39","-14.188288","28.198574"
"250mN095350E193675","250mN095350E193675","GRID_250","ES704","35015","6.25","579902.25","3119545.26","-14.185858","28.199271"
"250mN095350E193700","250mN095350E193700","GRID_250","ES704","35015","6.25","580140.28","3119624.12","-14.183428","28.199969"
"250mN095350E193725","250mN095350E193725","GRID_250","ES704","35015","6.25","580378.3","3119702.98","-14.180997","28.200666"
"250mN095350E193750","250mN095350E193750","GRID_250","ES704","35015","6.25","580616.32","3119781.84","-14.178566","28.201363"
"250mN095350E193775","250mN095350E193775","GRID_250","ES704","35015","6.25","580854.35","3119860.69","-14.176136","28.20206"
"250mN095350E193800","250mN095350E193800","GRID_250","ES704","35015","6.25","581092.37","3119939.54","-14.173705","28.202757"
"250mN095350E193825","250mN095350E193825","GRID_250","ES704","35015","6.25","581330.39","3120018.39","-14.171275","28.203455"
"250mN095350E193850","250mN095350E193850","GRID_250","ES704","35015","6.25","581568.42","3120097.24","-14.168844","28.204151"
"250mN095350E193875","250mN095350E193875","GRID_250","ES704","35015","6.25","581806.44","3120176.08","-14.166413","28.204848"
"250mN095350E193900","250mN095350E193900","GRID_250","ES704","35015","6.25","582044.46","3120254.93","-14.163983","28.205545"
"250mN095350E193925","250mN095350E193925","GRID_250","ES704","35015","6.25","582282.49","3120333.77","-14.161552","28.206242"
"250mN095350E193950","250mN095350E193950","GRID_250","ES704","35015","6.25","582520.51","3120412.6","-14.159121","28.206939"
"250mN095350E193975","250mN095350E193975","GRID_250","ES704","35015","6.25","582758.53","3120491.43","-14.15669","28.207635"
"250mN095350E194000","250mN095350E194000","GRID_250","ES704","35015","6.25","582996.56","3120570.26","-14.154259","28.208332"
"250mN095350E194025","250mN095350E194025","GRID_250","ES704","35015","6.25","583234.58","3120649.09","-14.151829","28.209028"
"250mN095350E194050","250mN095350E194050","GRID_250","ES704","35015","6.25","583472.6","3120727.92","-14.149398","28.209725"
"250mN095350E194075","250mN095350E194075","GRID_250","ES704","35015","6.25","583710.62","3120806.74","-14.146967","28.210421"
"250mN095350E194100","250mN095350E194100","GRID_250","ES704","35015","6.25","583948.65","3120885.56","-14.144536","28.211117"
"250mN095350E194125","250mN095350E194125","GRID_250","ES704","35015","6.25","584186.67","3120964.38","-14.142105","28.211814"
"250mN095350E194150","250mN095350E194150","GRID_250","ES704","35015","6.25","584424.69","3121043.19","-14.139674","28.21251"
"250mN095375E192800","250mN095375E192800","GRID_250","ES704","35015","0.8172","571609.1","3116959.86","-14.270511","28.176411"
"250mN095375E192825","250mN095375E192825","GRID_250","ES704","35015","3.1743","571792.83","3117061.05","-14.268634","28.177315"
"250mN095375E192850","250mN095375E192850","GRID_250","ES704","35015","5.5459","571993.88","3117148.94","-14.26658","28.178097"
"250mN095375E192875","250mN095375E192875","GRID_250","ES704","35015","6.25","572223.13","3117261.91","-14.264238","28.179104"
"250mN095375E192900","250mN095375E192900","GRID_250","ES704","35015","6.25","572461.16","3117340.86","-14.261808","28.179804"
"250mN095375E192925","250mN095375E192925","GRID_250","ES704","35015","6.25","572699.18","3117419.81","-14.259379","28.180503"
"250mN095375E192950","250mN095375E192950","GRID_250","ES704","35015","6.25","572937.21","3117498.76","-14.256949","28.181203"
"250mN095375E192975","250mN095375E192975","GRID_250","ES704","35015","6.25","573175.23","3117577.7","-14.254519","28.181902"
"250mN095375E193000","250mN095375E193000","GRID_250","ES704","35015","6.25","573413.26","3117656.64","-14.25209","28.182601"
"250mN095375E193025","250mN095375E193025","GRID_250","ES704","35015","6.25","573651.28","3117735.58","-14.24966","28.183301"
"250mN095375E193050","250mN095375E193050","GRID_250","ES704","35015","6.25","573889.31","3117814.52","-14.24723","28.184"
"250mN095375E193075","250mN095375E193075","GRID_250","ES704","35015","6.25","574127.33","3117893.45","-14.2448","28.184699"
"250mN095375E193100","250mN095375E193100","GRID_250","ES704","35015","6.25","574365.36","3117972.38","-14.242371","28.185398"
"250mN095375E193125","250mN095375E193125","GRID_250","ES704","35015","6.25","574603.38","3118051.31","-14.239941","28.186097"
"250mN095375E193150","250mN095375E193150","GRID_250","ES704","35015","6.25","574841.41","3118130.23","-14.237511","28.186796"
"250mN095375E193175","250mN095375E193175","GRID_250","ES704","35015","6.25","575079.43","3118209.15","-14.235081","28.187495"
"250mN095375E193200","250mN095375E193200","GRID_250","ES704","35015","6.25","575317.46","3118288.07","-14.232651","28.188194"
"250mN095375E193225","250mN095375E193225","GRID_250","ES704","35015","6.25","575555.48","3118366.99","-14.230221","28.188892"
"250mN095375E193250","250mN095375E193250","GRID_250","ES704","35015","6.25","575793.5","3118445.9","-14.227791","28.189591"
"250mN095375E193275","250mN095375E193275","GRID_250","ES704","35015","6.25","576031.53","3118524.81","-14.225361","28.190289"
"250mN095375E193300","250mN095375E193300","GRID_250","ES704","35015","6.25","576269.55","3118603.72","-14.222931","28.190988"
"250mN095375E193325","250mN095375E193325","GRID_250","ES704","35015","6.25","576507.58","3118682.62","-14.220501","28.191686"
"250mN095375E193350","250mN095375E193350","GRID_250","ES704","35015","6.25","576745.6","3118761.53","-14.218071","28.192385"
"250mN095375E193375","250mN095375E193375","GRID_250","ES704","35015","6.25","576983.63","3118840.43","-14.215641","28.193083"
"250mN095375E193400","250mN095375E193400","GRID_250","ES704","35015","6.25","577221.65","3118919.32","-14.213211","28.193781"
"250mN095375E193425","250mN095375E193425","GRID_250","ES704","35015","6.25","577459.68","3118998.22","-14.21078","28.194479"
"250mN095375E193450","250mN095375E193450","GRID_250","ES704","35015","6.25","577697.7","3119077.11","-14.20835","28.195177"
"250mN095375E193475","250mN095375E193475","GRID_250","ES704","35015","6.25","577935.72","3119156","-14.20592","28.195875"
"250mN095375E193500","250mN095375E193500","GRID_250","ES704","35015","6.25","578173.75","3119234.88","-14.20349","28.196573"
"250mN095375E193525","250mN095375E193525","GRID_250","ES704","35015","6.25","578411.77","3119313.77","-14.201059","28.197271"
"250mN095375E193550","250mN095375E193550","GRID_250","ES704","35015","6.25","578649.8","3119392.65","-14.198629","28.197969"
"250mN095375E193575","250mN095375E193575","GRID_250","ES704","35015","6.25","578887.82","3119471.53","-14.196198","28.198667"
"250mN095375E193600","250mN095375E193600","GRID_250","ES704","35015","6.25","579125.84","3119550.4","-14.193768","28.199365"
"250mN095375E193625","250mN095375E193625","GRID_250","ES704","35015","6.25","579363.87","3119629.27","-14.191338","28.200062"
"250mN095375E193650","250mN095375E193650","GRID_250","ES704","35015","6.25","579601.89","3119708.14","-14.188907","28.20076"
"250mN095375E193675","250mN095375E193675","GRID_250","ES704","35015","6.25","579839.92","3119787.01","-14.186477","28.201457"
"250mN095375E193700","250mN095375E193700","GRID_250","ES704","35015","6.25","580077.94","3119865.88","-14.184046","28.202155"
"250mN095375E193725","250mN095375E193725","GRID_250","ES704","35015","6.25","580315.96","3119944.74","-14.181616","28.202852"
"250mN095375E193750","250mN095375E193750","GRID_250","ES704","35015","6.25","580553.99","3120023.6","-14.179185","28.203549"
"250mN095375E193775","250mN095375E193775","GRID_250","ES704","35015","6.25","580792.01","3120102.45","-14.176754","28.204246"
"250mN095375E193800","250mN095375E193800","GRID_250","ES704","35015","6.25","581030.03","3120181.31","-14.174324","28.204943"
"250mN095375E193825","250mN095375E193825","GRID_250","ES704","35015","6.25","581268.06","3120260.16","-14.171893","28.205641"
"250mN095375E193850","250mN095375E193850","GRID_250","ES704","35015","6.25","581506.08","3120339","-14.169462","28.206338"
"250mN095375E193875","250mN095375E193875","GRID_250","ES704","35015","6.25","581744.11","3120417.85","-14.167031","28.207034"
"250mN095375E193900","250mN095375E193900","GRID_250","ES704","35015","6.25","581982.13","3120496.69","-14.164601","28.207731"
"250mN095375E193925","250mN095375E193925","GRID_250","ES704","35015","6.25","582220.15","3120575.53","-14.16217","28.208428"
"250mN095375E193950","250mN095375E193950","GRID_250","ES704","35015","6.25","582458.18","3120654.37","-14.159739","28.209125"
"250mN095375E193975","250mN095375E193975","GRID_250","ES704","35015","6.25","582696.2","3120733.2","-14.157308","28.209821"
"250mN095375E194000","250mN095375E194000","GRID_250","ES704","35015","6.25","582934.22","3120812.04","-14.154877","28.210518"
"250mN095375E194025","250mN095375E194025","GRID_250","ES704","35015","6.25","583172.25","3120890.86","-14.152446","28.211215"
"250mN095375E194050","250mN095375E194050","GRID_250","ES704","35015","6.25","583410.27","3120969.69","-14.150015","28.211911"
"250mN095375E194075","250mN095375E194075","GRID_250","ES704","35015","6.25","583648.29","3121048.51","-14.147584","28.212607"
"250mN095375E194100","250mN095375E194100","GRID_250","ES704","35015","6.25","583886.32","3121127.34","-14.145153","28.213304"
"250mN095375E194125","250mN095375E194125","GRID_250","ES704","35015","6.25","584124.34","3121206.15","-14.142722","28.214"
"250mN095375E194150","250mN095375E194150","GRID_250","ES704","35015","6.25","584362.36","3121284.97","-14.140291","28.214696"
"250mN095400E192850","250mN095400E192850","GRID_250","ES704","35015","0.2452","572051.53","3117378.71","-14.265979","28.180168"
"250mN095400E192875","250mN095400E192875","GRID_250","ES704","35015","3.8887","572207.8","3117504.01","-14.264379","28.18129"
"250mN095400E192900","250mN095400E192900","GRID_250","ES704","35015","6.2237","572400.99","3117574.09","-14.262407","28.181912"
"250mN095400E192925","250mN095400E192925","GRID_250","ES704","35015","6.25","572636.83","3117661.53","-14.259999","28.182689"
"250mN095400E192950","250mN095400E192950","GRID_250","ES704","35015","6.25","572874.85","3117740.48","-14.257569","28.183388"
"250mN095400E192975","250mN095400E192975","GRID_250","ES704","35015","6.25","573112.88","3117819.42","-14.255139","28.184087"
"250mN095400E193000","250mN095400E193000","GRID_250","ES704","35015","6.25","573350.9","3117898.37","-14.25271","28.184787"
"250mN095400E193025","250mN095400E193025","GRID_250","ES704","35015","6.25","573588.93","3117977.3","-14.25028","28.185486"
"250mN095400E193050","250mN095400E193050","GRID_250","ES704","35015","6.25","573826.95","3118056.24","-14.24785","28.186185"
"250mN095400E193075","250mN095400E193075","GRID_250","ES704","35015","6.25","574064.98","3118135.17","-14.24542","28.186884"
"250mN095400E193100","250mN095400E193100","GRID_250","ES704","35015","6.25","574303","3118214.11","-14.24299","28.187583"
"250mN095400E193125","250mN095400E193125","GRID_250","ES704","35015","6.25","574541.03","3118293.03","-14.240561","28.188282"
"250mN095400E193150","250mN095400E193150","GRID_250","ES704","35015","6.25","574779.06","3118371.96","-14.238131","28.188981"
"250mN095400E193175","250mN095400E193175","GRID_250","ES704","35015","6.25","575017.08","3118450.88","-14.235701","28.18968"
"250mN095400E193200","250mN095400E193200","GRID_250","ES704","35015","6.25","575255.11","3118529.8","-14.233271","28.190379"
"250mN095400E193225","250mN095400E193225","GRID_250","ES704","35015","6.25","575493.13","3118608.72","-14.230841","28.191078"
"250mN095400E193250","250mN095400E193250","GRID_250","ES704","35015","6.25","575731.16","3118687.63","-14.228411","28.191776"
"250mN095400E193275","250mN095400E193275","GRID_250","ES704","35015","6.25","575969.18","3118766.55","-14.225981","28.192475"
"250mN095400E193300","250mN095400E193300","GRID_250","ES704","35015","6.25","576207.21","3118845.45","-14.22355","28.193174"
"250mN095400E193325","250mN095400E193325","GRID_250","ES704","35015","6.25","576445.23","3118924.36","-14.22112","28.193872"
"250mN095400E193350","250mN095400E193350","GRID_250","ES704","35015","6.25","576683.26","3119003.26","-14.21869","28.19457"
"250mN095400E193375","250mN095400E193375","GRID_250","ES704","35015","6.25","576921.28","3119082.17","-14.21626","28.195269"
"250mN095400E193400","250mN095400E193400","GRID_250","ES704","35015","6.25","577159.31","3119161.06","-14.21383","28.195967"
"250mN095400E193425","250mN095400E193425","GRID_250","ES704","35015","6.25","577397.33","3119239.96","-14.211399","28.196665"
"250mN095400E193450","250mN095400E193450","GRID_250","ES704","35015","6.25","577635.35","3119318.85","-14.208969","28.197363"
"250mN095400E193475","250mN095400E193475","GRID_250","ES704","35015","6.25","577873.38","3119397.74","-14.206539","28.198061"
"250mN095400E193500","250mN095400E193500","GRID_250","ES704","35015","6.25","578111.4","3119476.63","-14.204109","28.198759"
"250mN095400E193525","250mN095400E193525","GRID_250","ES704","35015","6.25","578349.43","3119555.51","-14.201678","28.199457"
"250mN095400E193550","250mN095400E193550","GRID_250","ES704","35015","6.25","578587.45","3119634.4","-14.199248","28.200155"
"250mN095400E193575","250mN095400E193575","GRID_250","ES704","35015","6.25","578825.48","3119713.28","-14.196817","28.200853"
"250mN095400E193600","250mN095400E193600","GRID_250","ES704","35015","6.25","579063.5","3119792.15","-14.194387","28.20155"
"250mN095400E193625","250mN095400E193625","GRID_250","ES704","35015","6.25","579301.53","3119871.03","-14.191956","28.202248"
"250mN095400E193650","250mN095400E193650","GRID_250","ES704","35015","6.25","579539.55","3119949.9","-14.189526","28.202946"
"250mN095400E193675","250mN095400E193675","GRID_250","ES704","35015","6.25","579777.57","3120028.76","-14.187095","28.203643"
"250mN095400E193700","250mN095400E193700","GRID_250","ES704","35015","6.25","580015.6","3120107.63","-14.184665","28.20434"
"250mN095400E193725","250mN095400E193725","GRID_250","ES704","35015","6.25","580253.62","3120186.49","-14.182234","28.205038"
"250mN095400E193750","250mN095400E193750","GRID_250","ES704","35015","6.25","580491.65","3120265.35","-14.179803","28.205735"
"250mN095400E193775","250mN095400E193775","GRID_250","ES704","35015","6.25","580729.67","3120344.21","-14.177373","28.206432"
"250mN095400E193800","250mN095400E193800","GRID_250","ES704","35015","6.25","580967.7","3120423.06","-14.174942","28.207129"
"250mN095400E193825","250mN095400E193825","GRID_250","ES704","35015","6.25","581205.72","3120501.92","-14.172511","28.207827"
"250mN095400E193850","250mN095400E193850","GRID_250","ES704","35015","6.25","581443.74","3120580.77","-14.170081","28.208524"
"250mN095400E193875","250mN095400E193875","GRID_250","ES704","35015","6.25","581681.77","3120659.61","-14.16765","28.20922"
"250mN095400E193900","250mN095400E193900","GRID_250","ES704","35015","6.25","581919.79","3120738.46","-14.165219","28.209917"
"250mN095400E193925","250mN095400E193925","GRID_250","ES704","35015","6.25","582157.82","3120817.3","-14.162788","28.210614"
"250mN095400E193950","250mN095400E193950","GRID_250","ES704","35015","6.25","582395.84","3120896.14","-14.160357","28.211311"
"250mN095400E193975","250mN095400E193975","GRID_250","ES704","35015","6.25","582633.86","3120974.97","-14.157926","28.212008"
"250mN095400E194000","250mN095400E194000","GRID_250","ES704","35015","6.25","582871.89","3121053.8","-14.155495","28.212704"
"250mN095400E194025","250mN095400E194025","GRID_250","ES704","35015","6.25","583109.91","3121132.63","-14.153064","28.213401"
"250mN095400E194050","250mN095400E194050","GRID_250","ES704","35015","6.25","583347.94","3121211.46","-14.150633","28.214097"
"250mN095400E194075","250mN095400E194075","GRID_250","ES704","35015","6.25","583585.96","3121290.29","-14.148202","28.214794"
"250mN095400E194100","250mN095400E194100","GRID_250","ES704","35015","6.25","583823.98","3121369.11","-14.145771","28.21549"
"250mN095400E194125","250mN095400E194125","GRID_250","ES704","35015","6.25","584062.01","3121447.93","-14.14334","28.216186"
"250mN095400E194150","250mN095400E194150","GRID_250","ES704","35015","6.25","584300.03","3121526.74","-14.140909","28.216882"
"250mN095425E192900","250mN095425E192900","GRID_250","ES704","35015","1.1048","572426.85","3117765.77","-14.262131","28.183641"
"250mN095425E192925","250mN095425E192925","GRID_250","ES704","35015","3.1347","572620.17","3117860.6","-14.260156","28.184486"
"250mN095425E192950","250mN095425E192950","GRID_250","ES704","35015","5.4072","572820.05","3117952.9","-14.258114","28.185308"
"250mN095425E192975","250mN095425E192975","GRID_250","ES704","35015","6.25","573050.52","3118061.14","-14.25576","28.186273"
"250mN095425E193000","250mN095425E193000","GRID_250","ES704","35015","6.25","573288.55","3118140.09","-14.25333","28.186972"
"250mN095425E193025","250mN095425E193025","GRID_250","ES704","35015","6.25","573526.57","3118219.03","-14.2509","28.187671"
"250mN095425E193050","250mN095425E193050","GRID_250","ES704","35015","6.25","573764.6","3118297.96","-14.24847","28.188371"
"250mN095425E193075","250mN095425E193075","GRID_250","ES704","35015","6.25","574002.63","3118376.9","-14.24604","28.18907"
"250mN095425E193100","250mN095425E193100","GRID_250","ES704","35015","6.25","574240.65","3118455.83","-14.24361","28.189769"
